iter	Passed	Remaining
1674	15517	910874
1675	15526	910878
1676	15535	910864
1677	15545	910856
1678	15554	910831
1679	15563	910828
1680	15586	911618
1681	15603	912074
1682	15614	912168
1683	15624	912167
1684	15633	912145
1685	15646	912375
1686	15659	912580
1687	15668	912557
1688	15677	912534
1689	15686	912521
1690	15695	912494
1691	15704	912481
1692	15714	912475
1693	15723	912467
1694	15732	912452
1695	15748	912845
1696	15759	912905
1697	15768	912890
1698	15777	912862
1699	15786	912841
1700	15795	912817
1701	15804	912807
1702	15814	912787
1703	15823	912768
1704	15832	912751
1705	15841	912733
1706	15850	912720
1707	15859	912703
1708	15868	912680
1709	15878	912676
1710	15887	912653
1711	15896	912612
1712	15905	912599
1713	15914	912577
1714	15923	912561
1715	15932	912541
1716	15941	912524
1717	15951	912519
1718	15960	912511
1719	15969	912481
1720	15978	912464
1721	15987	912445
1722	15996	912433
1723	16006	912434
1724	16015	912427
1725	16024	912414
1726	16034	912402
1727	16043	912389
1728	16052	912374
1729	16061	912353
1730	16071	912390
1731	16080	912367
1732	16089	912322
1733	16098	912287
1734	16106	912235
1735	16115	912201
1736	16124	912166
1737	16133	912131
1738	16141	912087
1739	16150	912045
1740	16159	912000
1741	16168	911971
1742	16176	911934
1743	16185	911884
1744	16194	911842
1745	16202	911785
1746	16211	911740
1747	16219	911694
1748	16228	911657
1749	16237	911620
1750	16246	911578
1751	16254	911536
1752	16263	911503
1753	16272	911477
1754	16281	911448
1755	16290	911425
1756	16300	911422
1757	16309	911414
1758	16318	911407
1759	16327	911392
1760	16337	911383
1761	16346	911367
1762	16355	911353
1763	16364	911338
1764	16379	911611
1765	16387	911568
1766	16396	911544
1767	16405	911510
1768	16414	911477
1769	16423	911433
1770	16431	911392
1771	16440	911351
1772	16449	911327
1773	16458	911302
1774	16467	911255
1775	16475	911211
1776	16484	911171
1777	16493	911142
1778	16501	911095
1779	16510	911060
1780	16519	911015
1781	16528	910974
1782	16536	910938
1783	16545	910897
1784	16554	910859
1785	16563	910821
1786	16571	910780
1787	16584	910945
1788	16593	910927
1789	16602	910916
1790	16611	910902
1791	16620	910884
1792	16630	910891
1793	16639	910879
1794	16648	910855
1795	16657	910839
1796	16667	910826
1797	16676	910819
1798	16685	910806
1799	16694	910788
1800	16703	910762
1801	16712	910745
1802	16722	910752
1803	16731	910757
1804	16741	910761
1805	16750	910760
1806	16760	910751
1807	16769	910750
1808	16778	910734
1809	16787	910713
1810	16797	910703
1811	16806	910690
1812	16815	910673
1813	16824	910653
1814	16833	910645
1815	16842	910630
1816	16852	910612
1817	16861	910608
1818	16870	910588
1819	16879	910563
1820	16888	910543
1821	16897	910523
1822	16907	910542
1823	16916	910524
1824	16925	910505
1825	16935	910505
1826	16944	910508
1827	16953	910486
1828	16962	910479
1829	16972	910465
1830	16981	910458
1831	16990	910439
1832	16999	910433
1833	17008	910405
1834	17017	910391
1835	17027	910383
1836	17036	910373
1837	17045	910361
1838	17054	910335
1839	17063	910312
1840	17072	910301
1841	17082	910280
1842	17091	910273
1843	17100	910262
1844	17109	910254
1845	17119	910253
1846	17128	910237
1847	17137	910231
1848	17146	910211
1849	17156	910220
1850	17165	910205
1851	17174	910195
1852	17184	910189
1853	17193	910181
1854	17203	910190
1855	17212	910175
1856	17221	910165
1857	17233	910293
1858	17242	910294
1859	17252	910287
1860	17261	910280
1861	17270	910265
1862	17279	910250
1863	17289	910237
1864	17298	910239
1865	17310	910355
1866	17319	910330
1867	17328	910327
1868	17337	910282
1869	17346	910288
1870	17355	910248
1871	17363	910196
1872	17373	910189
1873	17381	910136
1874	17391	910134
1875	17399	910093
1876	17409	910083
1877	17417	910055
1878	17427	910042
1879	17437	910110
1880	17447	910129
1881	17456	910090
1882	17465	910053
1883	17474	910023
1884	17482	909989
1885	17491	909956
1886	17500	909926
1887	17509	909884
1888	17517	909840
1889	17526	909804
1890	17535	909761
1891	17543	909723
1892	17552	909694
1893	17561	909649
1894	17569	909602
1895	17578	909579
1896	17587	909541
1897	17596	909503
1898	17605	909473
1899	17614	909443
1900	17622	909405
1901	17631	909357
1902	17640	909334
1903	17649	909321
1904	17658	909311
1905	17667	909286
1906	17676	909275
1907	17686	909264
1908	17695	909235
1909	17704	909232
1910	17713	909218
1911	17723	909218
1912	17732	909213
1913	17741	909209
1914	17750	909187
1915	17760	909183
1916	17769	909166
1917	17782	909369
1918	17791	909357
1919	17800	909321
1920	17809	909277
1921	17818	909265
1922	17827	909223
1923	17836	909218
1924	17845	909177
1925	17854	909180
1926	17863	909126
1927	17872	909118
1928	17881	909096
1929	17889	909050
1930	17899	909038
1931	17907	908996
1932	17916	908980
1933	17925	908955
1934	17935	908946
1935	17943	908894
1936	17952	908869
1937	17961	908842
1938	17970	908808
1939	17979	908800
1940	17988	908769
1941	17997	908758
1942	18006	908721
1943	18015	908683
1944	18023	908632
1945	18032	908614
1946	18041	908586
1947	18050	908544
1948	18058	908508
1949	18067	908467
1950	18076	908430
1951	18084	908389
1952	18093	908359
1953	18102	908326
1954	18111	908289
1955	18119	908256
1956	18132	908429
1957	18141	908375
1958	18149	908338
1959	18158	908289
1960	18167	908251
1961	18175	908212
1962	18184	908169
1963	18192	908125
1964	18201	908088
1965	18210	908048
1966	18219	908017
1967	18227	907988
1968	18236	907948
1969	18245	907914
1970	18254	907877
1971	18262	907828
1972	18271	907792
1973	18279	907755
1974	18288	907719
1975	18297	907704
1976	18307	907702
1977	18316	907690
1978	18325	907671
1979	18334	907649
1980	18344	907655
1981	18353	907639
1982	18362	907626
1983	18371	907613
1984	18380	907609
1985	18390	907596
1986	18398	907569
1987	18408	907569
1988	18417	907563
1989	18426	907546
1990	18436	907534
1991	18445	907531
1992	18454	907516
1993	18463	907509
1994	18473	907509
1995	18482	907499
1996	18492	907502
1997	18501	907481
1998	18510	907474
1999	18519	907467
2000	18529	907463
2001	18538	907451
2002	18547	907436
2003	18556	907413
2004	18565	907405
2005	18574	907390
2006	18584	907384
2007	18593	907363
2008	18602	907356
2009	18611	907345
2010	18621	907336
2011	18630	907329
2012	18639	907314
2013	18648	907304
2014	18658	907298
2015	18667	907294
2016	18676	907270
2017	18685	907262
2018	18695	907263
2019	18704	907261
2020	18713	907253
2021	18723	907253
2022	18732	907242
2023	18741	907225
2024	18751	907243
2025	18760	907225
2026	18769	907220
2027	18778	907192
2028	18787	907184
2029	18797	907181
2030	18806	907162
2031	18815	907145
2032	18824	907135
2033	18834	907134
2034	18843	907126
2035	18852	907112
2036	18861	907088
2037	18870	907075
2038	18880	907072
2039	18889	907059
2040	18898	907052
2041	18908	907061
2042	18917	907041
2043	18926	907025
2044	18935	907024
2045	18944	906998
2046	18953	906980
2047	18963	906965
2048	18972	906983
2049	18981	906966
2050	18991	906957
2051	19000	906943
2052	19009	906928
2053	19018	906925
2054	19028	906916
2055	19037	906909
2056	19046	906900
2057	19055	906889
2058	19065	906885
2059	19074	906859
2060	19083	906844
2061	19092	906835
2062	19102	906834
2063	19111	906832
2064	19120	906829
2065	19130	906821
2066	19139	906799
2067	19148	906794
2068	19157	906775
2069	19166	906765
2070	19175	906742
2071	19185	906734
2072	19194	906724
2073	19203	906706
2074	19212	906692
2075	19221	906678
2076	19230	906666
2077	19240	906653
2078	19249	906647
2079	19258	906639
2080	19268	906633
2081	19277	906617
2082	19286	906599
2083	19295	906606
2084	19305	906610
2085	19314	906599
2086	19323	906584
2087	19333	906579
2088	19342	906572
2089	19351	906555
2090	19360	906554
2091	19370	906550
2092	19379	906536
2093	19388	906525
2094	19397	906510
2095	19407	906506
2096	19416	906506
2097	19425	906485
2098	19434	906481
2099	19444	906471
2100	19453	906464
2101	19462	906457
2102	19471	906441
2103	19481	906439
2104	19490	906427
2105	19500	906427
2106	19509	906414
2107	19518	906405
2108	19527	906403
2109	19537	906402
2110	19546	906402
2111	19556	906399
2112	19565	906397
2113	19574	906388
2114	19583	906370
2115	19593	906362
2116	19602	906343
2117	19611	906321
2118	19620	906316
2119	19630	906314
2120	19639	906306
2121	19648	906303
2122	19658	906296
2123	19667	906292
2124	19676	906279
2125	19685	906276
2126	19695	906265
2127	19704	906255
2128	19713	906241
2129	19722	906238
2130	19732	906234
2131	19741	906223
2132	19750	906211
2133	19760	906204
2134	19769	906200
2135	19778	906185
2136	19788	906184
2137	19797	906171
2138	19806	906158
2139	19815	906158
2140	19825	906147
2141	19834	906137
2142	19843	906127
2143	19852	906116
2144	19862	906105
2145	19871	906094
2146	19880	906084
2147	19889	906084
2148	19898	906062
2149	19908	906057
2150	19918	906080
2151	19927	906061
2152	19936	906049
2153	19945	906045
2154	19955	906034
2155	19964	906023
2156	19973	906009
2157	19983	906020
2158	19992	906001
2159	20001	905987
2160	20010	905975
2161	20019	905963
2162	20029	905956
2163	20038	905943
2164	20047	905939
2165	20056	905923
2166	20065	905910
2167	20075	905909
2168	20084	905911
2169	20094	905907
2170	20103	905912
2171	20113	905906
2172	20122	905912
2173	20131	905895
2174	20141	905897
2175	20150	905887
2176	20159	905873
2177	20169	905866
2178	20178	905852
2179	20187	905857
2180	20197	905851
2181	20206	905840
2182	20215	905825
2183	20224	905812
2184	20233	905805
2185	20243	905791
2186	20252	905779
2187	20261	905777
2188	20271	905772
2189	20280	905768
2190	20289	905751
2191	20298	905747
2192	20308	905743
2193	20317	905731
2194	20327	905732
2195	20336	905718
2196	20345	905704
2197	20354	905698
2198	20364	905693
2199	20373	905678
2200	20382	905669
2201	20391	905656
2202	20401	905658
2203	20410	905651
2204	20419	905648
2205	20428	905634
2206	20438	905616
2207	20447	905611
2208	20456	905602
2209	20466	905598
2210	20474	905570
2211	20484	905567
2212	20493	905571
2213	20504	905605
2214	20513	905601
2215	20522	905594
2216	20533	905663
2217	20543	905662
2218	20553	905677
2219	20562	905669
2220	20572	905687
2221	20581	905692
2222	20591	905694
2223	20600	905682
2224	20612	905782
2225	20621	905751
2226	20629	905703
2227	20637	905656
2228	20646	905609
2229	20654	905558
2230	20663	905524
2231	20671	905489
2232	20680	905437
2233	20688	905403
2234	20697	905364
2235	20706	905323
2236	20714	905286
2237	20723	905253
2238	20731	905215
2239	20740	905170
2240	20749	905138
2241	20758	905114
2242	20766	905079
2243	20775	905042
2244	20784	905008
2245	20792	904974
2246	20801	904950
2247	20810	904911
2248	20818	904876
2249	20827	904829
2250	20835	904791
2251	20844	904742
2252	20853	904725
2253	20861	904682
2254	20870	904635
2255	20878	904603
2256	20887	904574
2257	20896	904531
2258	20904	904489
2259	20913	904456
2260	20921	904405
2261	20930	904372
2262	20938	904332
2263	20947	904307
2264	20956	904276
2265	20964	904232
2266	20973	904190
2267	20982	904157
2268	20991	904162
2269	21000	904149
2270	21010	904138
2271	21019	904129
2272	21028	904124
2273	21038	904131
2274	21047	904121
2275	21056	904109
2276	21066	904101
2277	21075	904087
2278	21084	904084
2279	21093	904076
2280	21102	904057
2281	21112	904052
2282	21121	904033
2283	21130	904034
2284	21140	904026
2285	21154	904231
2286	21163	904197
2287	21171	904167
2288	21181	904165
2289	21190	904141
2290	21199	904145
2291	21208	904114
2292	21217	904105
2293	21226	904077
2294	21235	904063
2295	21244	904028
2296	21253	903997
2297	21262	903994
2298	21271	903962
2299	21279	903919
2300	21288	903883
2301	21297	903859
2302	21305	903823
2303	21314	903788
2304	21323	903756
2305	21331	903717
2306	21340	903683
2307	21349	903657
2308	21357	903626
2309	21366	903598
2310	21375	903572
2311	21384	903538
2312	21393	903510
2313	21401	903459
2314	21410	903431
2315	21420	903483
2316	21429	903458
2317	21438	903433
2318	21447	903399
2319	21455	903363
2320	21464	903325
2321	21473	903293
2322	21481	903269
2323	21490	903231
2324	21499	903197
2325	21507	903162
2326	21516	903135
2327	21525	903097
2328	21533	903066
2329	21542	903040
2330	21551	903009
2331	21560	902980
2332	21569	902949
2333	21577	902914
2334	21586	902873
2335	21594	902845
2336	21605	902909
2337	21614	902873
2338	21623	902843
2339	21631	902801
2340	21640	902767
2341	21649	902745
2342	21658	902741
2343	21667	902733
2344	21677	902731
2345	21686	902721
2346	21695	902713
2347	21705	902705
2348	21714	902693
2349	21723	902694
2350	21732	902681
2351	21742	902675
2352	21751	902670
2353	21760	902660
2354	21769	902635
2355	21778	902621
2356	21789	902687
2357	21799	902681
2358	21808	902675
2359	21818	902678
2360	21827	902673
2361	21836	902656
2362	21845	902641
2363	21854	902633
2364	21864	902626
2365	21873	902610
2366	21882	902597
2367	21891	902584
2368	21900	902574
2369	21910	902569
2370	21919	902553
2371	21928	902548
2372	21937	902534
2373	21947	902541
2374	21956	902530
2375	21966	902531
2376	21975	902522
2377	21984	902513
2378	21993	902505
2379	22003	902503
2380	22012	902496
2381	22022	902497
2382	22030	902473
2383	22040	902460
2384	22068	903228
2385	22077	903228
2386	22086	903216
2387	22095	903195
2388	22105	903181
2389	22114	903176
2390	22123	903154
2391	22133	903170
2392	22142	903142
2393	22151	903122
2394	22159	903096
2395	22169	903094
2396	22178	903071
2397	22187	903063
2398	22197	903077
2399	22206	903068
2400	22215	903047
2401	22224	903030
2402	22233	903022
2403	22243	903015
2404	22252	903005
2405	22261	902988
2406	22271	902994
2407	22280	902988
2408	22289	902979
2409	22299	902976
2410	22311	903102
2411	22321	903121
2412	22330	903106
2413	22339	903092
2414	22348	903074
2415	22357	903049
2416	22367	903044
2417	22379	903177
2418	22389	903174
2419	22398	903158
2420	22407	903145
2421	22416	903118
2422	22425	903083
2423	22434	903074
2424	22443	903066
2425	22454	903128
2426	22463	903108
2427	22472	903095
2428	22481	903075
2429	22491	903091
2430	22500	903075
2431	22509	903061
2432	22519	903078
2433	22529	903067
2434	22538	903051
2435	22547	903041
2436	22556	903031
2437	22566	903043
2438	22575	903024
2439	22584	903013
2440	22593	903005
2441	22602	902986
2442	22612	902984
2443	22621	902967
2444	22635	903140
2445	22644	903132
2446	22653	903126
2447	22663	903115
2448	22672	903107
2449	22681	903097
2450	22690	903089
2451	22700	903081
2452	22709	903071
2453	22718	903062
2454	22727	903037
2455	22736	903010
2456	22745	902993
2457	22754	902977
2458	22763	902975
2459	22773	902978
2460	22782	902971
2461	22791	902953
2462	22801	902942
2463	22810	902920
2464	22819	902909
2465	22828	902897
2466	22837	902897
2467	22847	902891
2468	22856	902879
2469	22865	902864
2470	22874	902853
2471	22884	902845
2472	22893	902836
2473	22902	902824
2474	22911	902808
2475	22920	902801
2476	22930	902787
2477	22939	902783
2478	22948	902772
2479	22958	902772
2480	22967	902758
2481	22976	902749
2482	22987	902821
2483	22997	902817
2484	23006	902791
2485	23015	902776
2486	23024	902768
2487	23033	902755
2488	23042	902744
2489	23051	902728
2490	23061	902711
2491	23070	902694
2492	23079	902676
2493	23088	902665
2494	23097	902658
2495	23106	902641
2496	23115	902627
2497	23124	902611
2498	23133	902595
2499	23143	902584
2500	23152	902566
2501	23161	902557
2502	23170	902554
2503	23180	902548
2504	23189	902539
2505	23198	902525
2506	23207	902501
2507	23216	902485
2508	23225	902474
2509	23234	902460
2510	23244	902449
2511	23253	902441
2512	23262	902434
2513	23271	902416
2514	23281	902410
2515	23290	902406
2516	23299	902402
2517	23309	902389
2518	23318	902368
2519	23327	902352
2520	23336	902346
2521	23345	902334
2522	23354	902325
2523	23363	902301
2524	23373	902298
2525	23382	902282
2526	23391	902273
2527	23400	902264
2528	23409	902242
2529	23419	902233
2530	23428	902226
2531	23437	902214
2532	23446	902202
2533	23455	902185
2534	23464	902165
2535	23475	902221
2536	23484	902208
2537	23494	902201
2538	23503	902183
2539	23512	902175
2540	23521	902163
2541	23530	902153
2542	23540	902143
2543	23549	902122
2544	23558	902107
2545	23567	902099
2546	23576	902089
2547	23585	902078
2548	23601	902297
2549	23610	902284
2550	23619	902263
2551	23628	902269
2552	23637	902248
2553	23647	902247
2554	23656	902229
2555	23665	902225
2556	23674	902211
2557	23683	902184
2558	23693	902179
2559	23702	902179
2560	23711	902163
2561	23720	902151
2562	23730	902147
2563	23739	902130
2564	23748	902120
2565	23757	902113
2566	23767	902110
2567	23776	902105
2568	23785	902081
2569	23795	902084
2570	23804	902070
2571	23813	902064
2572	23822	902047
2573	23831	902029
2574	23841	902044
2575	23851	902043
2576	23860	902029
2577	23869	902009
2578	23878	902002
2579	23887	902001
2580	23897	901986
2581	23906	901980
2582	23915	901964
2583	23924	901957
2584	23934	901951
2585	23943	901940
2586	23952	901915
2587	23962	901950
2588	23972	901945
2589	23981	901939
2590	23990	901925
2591	23999	901921
2592	24009	901912
2593	24018	901908
2594	24028	901913
2595	24038	901958
2596	24047	901935
2597	24061	902096
2598	24070	902089
2599	24081	902126
2600	24090	902100
2601	24103	902253
2602	24115	902340
2603	24124	902323
2604	24134	902323
2605	24143	902307
2606	24152	902297
2607	24161	902287
2608	24170	902270
2609	24180	902258
2610	24189	902240
2611	24198	902224
2612	24207	902209
2613	24216	902192
2614	24225	902183
2615	24235	902184
2616	24244	902164
2617	24253	902151
2618	24262	902145
2619	24271	902130
2620	24280	902115
2621	24289	902091
2622	24298	902069
2623	24307	902062
2624	24317	902054
2625	24328	902106
2626	24337	902101
2627	24346	902082
2628	24355	902070
2629	24364	902055
2630	24374	902043
2631	24382	902019
2632	24391	901997
2633	24400	901983
2634	24410	901975
2635	24419	901972
2636	24429	901965
2637	24438	901965
2638	24447	901950
2639	24456	901930
2640	24465	901912
2641	24474	901898
2642	24484	901891
2643	24493	901876
2644	24502	901870
2645	24512	901872
2646	24521	901855
2647	24530	901838
2648	24539	901828
2649	24548	901818
2650	24558	901814
2651	24567	901811
2652	24576	901795
2653	24585	901785
2654	24595	901783
2655	24605	901807
2656	24614	901789
2657	24623	901774
2658	24632	901760
2659	24642	901749
2660	24651	901741
2661	24660	901727
2662	24669	901714
2663	24678	901703
2664	24688	901711
2665	24697	901692
2666	24706	901679
2667	24715	901657
2668	24724	901641
2669	24733	901627
2670	24744	901684
2671	24753	901665
2672	24762	901647
2673	24771	901629
2674	24781	901613
2675	24790	901607
2676	24799	901608
2677	24811	901682
2678	24823	901759
2679	24832	901747
2680	24841	901743
2681	24850	901727
2682	24859	901704
2683	24868	901685
2684	24878	901677
2685	24887	901664
2686	24899	901754
2687	24909	901776
2688	24918	901747
2689	24926	901725
2690	24935	901700
2691	24944	901672
2692	24953	901647
2693	24962	901624
2694	24971	901600
2695	24979	901573
2696	24988	901550
2697	24997	901528
2698	25006	901499
2699	25015	901488
2700	25024	901461
2701	25033	901432
2702	25041	901402
2703	25050	901382
2704	25059	901351
2705	25068	901329
2706	25077	901324
2707	25087	901316
2708	25096	901305
2709	25105	901286
2710	25114	901274
2711	25123	901268
2712	25132	901246
2713	25141	901233
2714	25153	901319
2715	25162	901302
2716	25171	901279
2717	25180	901256
2718	25189	901234
2719	25198	901210
2720	25207	901182
2721	25215	901154
2722	25224	901123
2723	25233	901096
2724	25242	901075
2725	25251	901051
2726	25259	901029
2727	25268	901005
2728	25277	900981
2729	25286	900970
2730	25295	900943
2731	25304	900937
2732	25314	900930
2733	25323	900906
2734	25332	900893
2735	25341	900878
2736	25350	900860
2737	25359	900844
2738	25368	900835
2739	25377	900813
2740	25386	900795
2741	25395	900783
2742	25404	900770
2743	25417	900868
2744	25426	900861
2745	25435	900850
2746	25445	900840
2747	25456	900894
2748	25464	900860
2749	25473	900833
2750	25482	900800
2751	25490	900776
2752	25499	900750
2753	25508	900717
2754	25518	900730
2755	25526	900701
2756	25536	900689
2757	25544	900663
2758	25554	900654
2759	25562	900627
2760	25572	900615
2761	25580	900582
2762	25589	900553
2763	25598	900531
2764	25607	900508
2765	25615	900471
2766	25624	900446
2767	25633	900420
2768	25642	900399
2769	25650	900363
2770	25659	900332
2771	25667	900302
2772	25676	900275
2773	25685	900249
2774	25694	900224
2775	25703	900203
2776	25711	900171
2777	25720	900145
2778	25729	900127
2779	25738	900105
2780	25747	900098
2781	25757	900088
2782	25766	900082
2783	25775	900067
2784	25785	900069
2785	25794	900056
2786	25803	900055
2787	25812	900044
2788	25822	900058
2789	25832	900047
2790	25841	900042
2791	25850	900038
2792	25860	900035
2793	25869	900028
2794	25878	900013
2795	25888	900021
2796	25897	900007
2797	25906	900003
2798	25916	899999
2799	25925	899998
2800	25935	899987
2801	25944	899974
2802	25953	899961
2803	25962	899943
2804	25971	899927
2805	25980	899921
2806	25990	899915
2807	25999	899906
2808	26008	899900
2809	26018	899898
2810	26027	899894
2811	26036	899882
2812	26045	899864
2813	26055	899855
2814	26064	899846
2815	26073	899827
2816	26082	899818
2817	26091	899807
2818	26100	899794
2819	26110	899787
2820	26119	899785
2821	26129	899779
2822	26138	899772
2823	26147	899771
2824	26157	899756
2825	26166	899748
2826	26175	899741
2827	26185	899739
2828	26194	899736
2829	26204	899733
2830	26213	899718
2831	26222	899710
2832	26231	899692
2833	26240	899686
2834	26250	899679
2835	26259	899666
2836	26268	899659
2837	26277	899648
2838	26287	899642
2839	26296	899632
2840	26305	899620
2841	26314	899607
2842	26323	899594
2843	26333	899591
2844	26342	899585
2845	26352	899580
2846	26361	899568
2847	26370	899567
2848	26379	899552
2849	26389	899544
2850	26398	899530
2851	26407	899519
2852	26416	899510
2853	26425	899499
2854	26434	899484
2855	26444	899469
2856	26453	899452
2857	26462	899441
2858	26471	899432
2859	26481	899428
2860	26490	899415
2861	26499	899417
2862	26509	899408
2863	26518	899391
2864	26527	899382
2865	26536	899380
2866	26546	899377
2867	26555	899372
2868	26564	899367
2869	26574	899360
2870	26583	899356
2871	26593	899350
2872	26602	899345
2873	26612	899345
2874	26621	899341
2875	26630	899340
2876	26640	899336
2877	26649	899325
2878	26658	899316
2879	26668	899313
2880	26677	899294
2881	26686	899295
2882	26696	899287
2883	26705	899283
2884	26714	899277
2885	26724	899268
2886	26733	899251
2887	26742	899243
2888	26751	899229
2889	26761	899226
2890	26770	899209
2891	26779	899210
2892	26789	899210
2893	26798	899191
2894	26807	899180
2895	26816	899175
2896	26826	899168
2897	26835	899171
2898	26845	899167
2899	26854	899157
2900	26863	899148
2901	26872	899132
2902	26881	899119
2903	26891	899115
2904	26900	899103
2905	26909	899096
2906	26918	899083
2907	26933	899258
2908	26942	899249
2909	26952	899235
2910	26961	899238
2911	26972	899271
2912	26981	899271
2913	26991	899278
2914	27000	899270
2915	27010	899259
2916	27019	899257
2917	27028	899238
2918	27037	899235
2919	27050	899332
2920	27059	899313
2921	27068	899310
2922	27077	899293
2923	27086	899275
2924	27095	899247
2925	27104	899240
2926	27113	899225
2927	27123	899214
2928	27132	899213
2929	27141	899201
2930	27151	899198
2931	27160	899180
2932	27169	899169
2933	27178	899157
2934	27187	899144
2935	27196	899130
2936	27206	899117
2937	27215	899100
2938	27224	899078
2939	27239	899279
2940	27251	899339
2941	27259	899319
2942	27269	899314
2943	27278	899299
2944	27287	899281
2945	27308	899653
2946	27333	900156
2947	27344	900205
2948	27374	900892
2949	27390	901087
2950	27399	901078
2951	27408	901072
2952	27418	901069
2953	27427	901058
2954	27436	901054
2955	27446	901038
2956	27455	901025
2957	27464	901010
2958	27473	901001
2959	27482	900991
2960	27494	901050
2961	27504	901066
2962	27513	901051
2963	27522	901030
2964	27531	901022
2965	27540	901015
2966	27549	900988
2967	27558	900970
2968	27567	900956
2969	27576	900939
2970	27586	900927
2971	27595	900911
2972	27604	900897
2973	27613	900889
2974	27622	900874
2975	27631	900855
2976	27642	900890
2977	27651	900862
2978	27659	900835
2979	27668	900807
2980	27677	900774
2981	27685	900743
2982	27694	900714
2983	27703	900684
2984	27711	900655
2985	27720	900625
2986	27728	900588
2987	27737	900560
2988	27746	900532
2989	27755	900509
2990	27763	900485
2991	27772	900463
2992	27784	900528
2993	27793	900505
2994	27803	900516
2995	27820	900759
2996	27829	900751
2997	27838	900730
2998	27847	900723
2999	27857	900711
3000	27866	900707
3001	27875	900690
3002	27884	900679
3003	27893	900662
3004	27902	900645
3005	27912	900638
3006	27921	900625
3007	27930	900603
3008	27939	900597
3009	27949	900594
3010	27958	900573
3011	27967	900558
3012	27976	900541
3013	27985	900531
3014	27994	900524
3015	28004	900513
3016	28013	900508
3017	28022	900502
3018	28032	900497
3019	28041	900491
3020	28050	900474
3021	28059	900456
3022	28069	900452
3023	28078	900440
3024	28087	900426
3025	28097	900425
3026	28114	900683
3027	28123	900664
3028	28132	900653
3029	28142	900639
3030	28151	900633
3031	28160	900622
3032	28169	900608
3033	28179	900595
3034	28188	900581
3035	28197	900580
3036	28206	900570
3037	28216	900554
3038	28225	900542
3039	28234	900532
3040	28243	900520
3041	28252	900510
3042	28262	900497
3043	28271	900486
3044	28280	900473
3045	28289	900452
3046	28298	900443
3047	28307	900423
3048	28316	900413
3049	28326	900400
3050	28335	900384
3051	28344	900380
3052	28353	900366
3053	28362	900347
3054	28371	900330
3055	28381	900323
3056	28390	900309
3057	28399	900299
3058	28408	900289
3059	28418	900276
3060	28427	900260
3061	28436	900247
3062	28445	900230
3063	28454	900218
3064	28463	900206
3065	28473	900197
3066	28482	900192
3067	28491	900183
3068	28500	900172
3069	28510	900162
3070	28519	900153
3071	28528	900143
3072	28538	900152
3073	28547	900139
3074	28556	900117
3075	28566	900116
3076	28575	900106
3077	28584	900098
3078	28594	900088
3079	28603	900079
3080	28616	900192
3081	28625	900181
3082	28635	900192
3083	28645	900188
3084	28656	900228
3085	28665	900217
3086	28674	900212
3087	28684	900207
3088	28693	900203
3089	28702	900191
3090	28711	900174
3091	28721	900160
3092	28730	900144
3093	28739	900134
3094	28748	900124
3095	28757	900107
3096	28766	900094
3097	28776	900085
3098	28785	900072
3099	28794	900068
3100	28804	900064
3101	28813	900048
3102	28822	900038
3103	28831	900026
3104	28840	900009
3105	28854	900136
3106	28864	900162
3107	28874	900156
3108	28883	900153
3109	28893	900153
3110	28902	900138
3111	28911	900135
3112	28921	900120
3113	28929	900093
3114	28938	900067
3115	28947	900035
3116	28955	900000
3117	28964	899975
3118	28973	899953
3119	28982	899929
3120	28990	899902
3121	28999	899877
3122	29008	899849
3123	29017	899825
3124	29025	899796
3125	29034	899764
3126	29042	899736
3127	29051	899708
3128	29060	899682
3129	29069	899660
3130	29078	899641
3131	29086	899609
3132	29095	899579
3133	29104	899554
3134	29112	899521
3135	29121	899498
3136	29130	899471
3137	29139	899447
3138	29147	899427
3139	29156	899398
3140	29165	899376
3141	29174	899345
3142	29182	899319
3143	29191	899296
3144	29200	899266
3145	29209	899246
3146	29218	899237
3147	29227	899226
3148	29237	899218
3149	29246	899214
3150	29255	899201
3151	29264	899191
3152	29274	899178
3153	29283	899166
3154	29292	899156
3155	29301	899141
3156	29311	899135
3157	29320	899121
3158	29329	899112
3159	29338	899106
3160	29348	899096
3161	29357	899083
3162	29366	899077
3163	29375	899062
3164	29384	899050
3165	29394	899038
3166	29403	899021
3167	29412	899008
3168	29421	898994
3169	29430	898986
3170	29439	898965
3171	29448	898955
3172	29458	898954
3173	29467	898942
3174	29477	898935
3175	29486	898927
3176	29495	898914
3177	29504	898904
3178	29513	898885
3179	29523	898877
3180	29533	898915
3181	29543	898909
3182	29552	898900
3183	29562	898895
3184	29571	898890
3185	29580	898881
3186	29590	898873
3187	29599	898863
3188	29608	898849
3189	29617	898825
3190	29631	898968
3191	29640	898954
3192	29649	898931
3193	29658	898909
3194	29667	898886
3195	29676	898864
3196	29685	898845
3197	29693	898819
3198	29702	898791
3199	29711	898768
3200	29720	898752
3201	29729	898728
3202	29737	898696
3203	29746	898667
3204	29755	898644
3205	29763	898613
3206	29772	898585
3207	29781	898557
3208	29789	898526
3209	29798	898500
3210	29806	898468
3211	29815	898435
3212	29824	898413
3213	29833	898393
3214	29841	898365
3215	29850	898340
3216	29859	898310
3217	29868	898289
3218	29876	898259
3219	29886	898253
3220	29895	898241
3221	29903	898215
3222	29913	898200
3223	29922	898189
3224	29931	898182
3225	29941	898179
3226	29950	898168
3227	29959	898160
