iter	Passed	Remaining
643	5972	921378
644	5981	921326
645	5990	921316
646	5999	921309
647	6008	921284
648	6018	921305
649	6027	921256
650	6036	921219
651	6045	921219
652	6054	921199
653	6064	921169
654	6073	921170
655	6082	921169
656	6092	921172
657	6101	921162
658	6110	921113
659	6119	921047
660	6128	921039
661	6137	921034
662	6147	921032
663	6156	921009
664	6165	921006
665	6180	921852
666	6190	921943
667	6201	922240
668	6208	921862
669	6215	921474
670	6222	921194
671	6231	921107
672	6241	921101
673	6249	921019
674	6259	921032
675	6267	920941
676	6276	920819
677	6285	920841
678	6294	920716
679	6303	920717
680	6312	920635
681	6321	920651
682	6330	920588
683	6340	920594
684	6349	920586
685	6358	920568
686	6367	920535
687	6376	920505
688	6386	920477
689	6395	920451
690	6404	920454
691	6413	920412
692	6422	920394
693	6432	920389
694	6441	920354
695	6450	920361
696	6459	920342
697	6469	920352
698	6478	920334
699	6487	920288
700	6496	920268
701	6505	920225
702	6514	920200
703	6524	920209
704	6533	920184
705	6542	920191
706	6551	920150
707	6561	920154
708	6575	920846
709	6585	920951
710	6594	920917
711	6603	920888
712	6612	920873
713	6622	920881
714	6631	920862
715	6640	920825
716	6649	920809
717	6659	920818
718	6668	920811
719	6677	920815
720	6687	920806
721	6696	920732
722	6705	920702
723	6714	920645
724	6723	920618
725	6732	920592
726	6741	920564
727	6750	920511
728	6759	920445
729	6768	920486
730	6778	920495
731	6787	920505
732	6796	920469
733	6805	920407
734	6814	920372
735	6824	920352
736	6833	920322
737	6841	920254
738	6851	920251
739	6860	920219
740	6869	920219
741	6878	920208
742	6888	920217
743	6897	920158
744	6906	920116
745	6915	920084
746	6924	920067
747	6933	920041
748	6945	920293
749	6954	920278
750	6963	920240
751	6972	920220
752	6981	920205
753	6990	920176
754	6999	920124
755	7009	920142
756	7018	920142
757	7027	920138
758	7037	920143
759	7046	920081
760	7055	920067
761	7064	920042
762	7073	920008
763	7083	920026
764	7092	920047
765	7102	920062
766	7111	920054
767	7120	920031
768	7129	920022
769	7139	920015
770	7148	919972
771	7157	919947
772	7166	919935
773	7176	919958
774	7185	919939
775	7194	919941
776	7203	919928
777	7213	919951
778	7222	919940
779	7231	919936
780	7240	919875
781	7249	919842
782	7259	919826
783	7268	919786
784	7277	919743
785	7286	919719
786	7295	919691
787	7304	919673
788	7313	919670
789	7322	919620
790	7332	919599
791	7341	919554
792	7350	919544
793	7359	919508
794	7368	919484
795	7377	919467
796	7386	919442
797	7395	919419
798	7405	919432
799	7414	919409
800	7423	919396
801	7432	919371
802	7442	919338
803	7451	919306
804	7460	919250
805	7469	919251
806	7478	919235
807	7487	919223
808	7497	919244
809	7506	919218
810	7515	919229
811	7524	919194
812	7534	919193
813	7543	919169
814	7552	919170
815	7559	918893
816	7569	918889
817	7578	918863
818	7587	918848
819	7596	918823
820	7605	918794
821	7614	918750
822	7623	918699
823	7632	918682
824	7641	918646
825	7651	918639
826	7660	918605
827	7669	918594
828	7678	918560
829	7687	918555
830	7697	918575
831	7707	918649
832	7716	918603
833	7730	919220
834	7739	919159
835	7748	919101
836	7757	919026
837	7765	918957
838	7774	918867
839	7783	918796
840	7791	918704
841	7800	918647
842	7809	918609
843	7818	918507
844	7826	918441
845	7835	918373
846	7844	918278
847	7853	918223
848	7861	918147
849	7870	918053
850	7879	917978
851	7887	917906
852	7896	917835
853	7905	917758
854	7914	917747
855	7923	917733
856	7932	917722
857	7942	917732
858	7951	917705
859	7960	917713
860	7969	917694
861	7979	917678
862	7988	917663
863	7997	917654
864	8007	917658
865	8016	917619
866	8025	917638
867	8034	917621
868	8044	917635
869	8053	917631
870	8062	917621
871	8072	917621
872	8081	917603
873	8090	917589
874	8099	917606
875	8109	917625
876	8118	917605
877	8127	917577
878	8137	917575
879	8146	917574
880	8155	917542
881	8164	917549
882	8173	917532
883	8183	917516
884	8192	917515
885	8201	917489
886	8210	917468
887	8220	917479
888	8229	917445
889	8238	917446
890	8247	917452
891	8256	917415
892	8266	917418
893	8275	917435
894	8285	917415
895	8294	917396
896	8303	917375
897	8312	917375
898	8321	917354
899	8331	917352
900	8340	917385
901	8350	917377
902	8359	917370
903	8368	917359
904	8377	917351
905	8387	917344
906	8396	917341
907	8405	917329
908	8414	917309
909	8424	917299
910	8436	917660
911	8445	917644
912	8455	917657
913	8464	917648
914	8473	917644
915	8483	917653
916	8492	917644
917	8501	917591
918	8510	917575
919	8519	917547
920	8529	917556
921	8542	917925
922	8550	917884
923	8560	917866
924	8569	917848
925	8578	917859
926	8587	917795
927	8596	917759
928	8605	917748
929	8615	917738
930	8625	917813
931	8637	918149
932	8646	918112
933	8657	918307
934	8666	918254
935	8675	918210
936	8684	918184
937	8693	918152
938	8702	918129
939	8712	918113
940	8721	918100
941	8730	918110
942	8740	918093
943	8749	918094
944	8758	918097
945	8768	918102
946	8777	918114
947	8786	918101
948	8795	918068
949	8805	918092
950	8814	918080
951	8824	918108
952	8833	918084
953	8842	918050
954	8851	918047
955	8861	918037
956	8870	918029
957	8879	918019
958	8889	918019
959	8898	918015
960	8909	918174
961	8918	918119
962	8926	918049
963	8935	917989
964	8946	918115
965	8954	918044
966	8963	917973
967	8972	917920
968	8981	917851
969	8989	917797
970	8998	917732
971	9007	917678
972	9015	917597
973	9024	917526
974	9033	917446
975	9041	917362
976	9050	917278
977	9058	917217
978	9067	917151
979	9076	917080
980	9084	917001
981	9093	916922
982	9102	916902
983	9111	916837
984	9119	916764
985	9128	916720
986	9137	916638
987	9146	916564
988	9154	916512
989	9163	916442
990	9172	916402
991	9181	916349
992	9189	916270
993	9198	916228
994	9207	916177
995	9216	916137
996	9225	916096
997	9234	916057
998	9243	915991
999	9251	915928
1000	9260	915904
1001	9269	915841
1002	9278	915798
1003	9287	915727
1004	9295	915666
1005	9304	915624
1006	9313	915564
1007	9322	915515
1008	9331	915473
1009	9340	915431
1010	9351	915600
1011	9359	915529
1012	9368	915475
1013	9377	915410
1014	9386	915346
1015	9394	915256
1016	9403	915183
1017	9411	915111
1018	9420	915056
1019	9429	914999
1020	9437	914930
1021	9446	914881
1022	9455	914818
1023	9463	914753
1024	9473	914749
1025	9482	914730
1026	9491	914706
1027	9500	914680
1028	9511	914800
1029	9520	914798
1030	9529	914758
1031	9538	914715
1032	9547	914721
1033	9557	914723
1034	9566	914707
1035	9575	914703
1036	9584	914698
1037	9594	914704
1038	9603	914719
1039	9613	914731
1040	9622	914712
1041	9635	915038
1042	9643	914984
1043	9652	914957
1044	9661	914883
1045	9670	914898
1046	9679	914830
1047	9688	914820
1048	9697	914795
1049	9707	914815
1050	9716	914764
1051	9724	914697
1052	9733	914624
1053	9742	914569
1054	9751	914517
1055	9759	914450
1056	9768	914401
1057	9777	914345
1058	9785	914255
1059	9794	914219
1060	9803	914177
1061	9811	914099
1062	9820	914044
1063	9829	914004
1064	9838	913959
1065	9847	913897
1066	9856	913872
1067	9864	913803
1068	9873	913760
1069	9882	913719
1070	9891	913676
1071	9900	913619
1072	9908	913574
1073	9917	913530
1074	9926	913487
1075	9935	913419
1076	9943	913350
1077	9952	913315
1078	9961	913274
1079	9970	913220
1080	9979	913198
1081	9988	913128
1082	9997	913097
1083	10005	913038
1084	10014	913007
1085	10023	912961
1086	10032	912909
1087	10041	912889
1088	10050	912848
1089	10058	912782
1090	10067	912734
1091	10076	912693
1092	10085	912665
1093	10094	912616
1094	10103	912563
1095	10112	912522
1096	10120	912482
1097	10129	912452
1098	10139	912442
1099	10148	912443
1100	10157	912443
1101	10167	912441
1102	10176	912426
1103	10185	912397
1104	10194	912406
1105	10204	912412
1106	10213	912427
1107	10222	912423
1108	10232	912414
1109	10241	912385
1110	10250	912375
1111	10259	912375
1112	10268	912370
1113	10278	912369
1114	10287	912352
1115	10297	912376
1116	10306	912370
1117	10315	912357
1118	10324	912368
1119	10334	912369
1120	10343	912355
1121	10352	912372
1122	10362	912381
1123	10371	912393
1124	10381	912401
1125	10390	912393
1126	10399	912395
1127	10409	912400
1128	10418	912393
1129	10427	912390
1130	10437	912396
1131	10446	912364
1132	10455	912382
1133	10465	912374
1134	10474	912374
1135	10483	912398
1136	10493	912386
1137	10502	912365
1138	10511	912356
1139	10520	912362
1140	10530	912374
1141	10539	912378
1142	10548	912368
1143	10558	912378
1144	10567	912359
1145	10577	912386
1146	10586	912389
1147	10595	912366
1148	10604	912369
1149	10614	912395
1150	10623	912399
1151	10633	912390
1152	10642	912396
1153	10651	912382
1154	10661	912379
1155	10670	912377
1156	10679	912377
1157	10689	912383
1158	10698	912383
1159	10707	912389
1160	10717	912377
1161	10726	912383
1162	10735	912361
1163	10744	912347
1164	10754	912347
1165	10763	912343
1166	10772	912357
1167	10782	912338
1168	10791	912323
1169	10800	912301
1170	10809	912291
1171	10820	912415
1172	10826	912177
1173	10833	911960
1174	10840	911724
1175	10846	911489
1176	10853	911258
1177	10859	911031
1178	10866	910812
1179	10873	910589
1180	10879	910360
1181	10886	910123
1182	10892	909884
1183	10899	909662
1184	10905	909427
1185	10912	909213
1186	10920	909051
1187	10928	908997
1188	10937	908943
1189	10946	908914
1190	10954	908845
1191	10963	908781
1192	10972	908728
1193	10980	908671
1194	10989	908626
1195	10999	908674
1196	11008	908666
1197	11017	908643
1198	11026	908628
1199	11035	908623
1200	11045	908625
1201	11054	908631
1202	11064	908639
1203	11073	908653
1204	11083	908669
1205	11092	908666
1206	11101	908670
1207	11110	908668
1208	11120	908658
1209	11129	908659
1210	11138	908647
1211	11147	908648
1212	11157	908645
1213	11167	908746
1214	11176	908740
1215	11186	908750
1216	11196	908773
1217	11205	908761
1218	11214	908746
1219	11223	908754
1220	11233	908755
1221	11241	908725
1222	11250	908690
1223	11259	908672
1224	11269	908663
1225	11278	908661
1226	11287	908644
1227	11296	908623
1228	11306	908634
1229	11315	908617
1230	11324	908605
1231	11333	908592
1232	11342	908582
1233	11351	908569
1234	11360	908554
1235	11370	908551
1236	11379	908572
1237	11389	908566
1238	11398	908547
1239	11407	908548
1240	11416	908557
1241	11426	908558
1242	11435	908543
1243	11444	908531
1244	11453	908512
1245	11462	908500
1246	11471	908490
1247	11481	908478
1248	11490	908480
1249	11499	908461
1250	11508	908449
1251	11517	908447
1252	11527	908448
1253	11536	908446
1254	11545	908439
1255	11554	908426
1256	11564	908452
1257	11573	908449
1258	11582	908429
1259	11592	908435
1260	11601	908426
1261	11610	908420
1262	11619	908410
1263	11629	908403
1264	11638	908412
1265	11647	908410
1266	11657	908393
1267	11666	908395
1268	11675	908397
1269	11684	908372
1270	11694	908384
1271	11703	908382
1272	11712	908373
1273	11721	908361
1274	11730	908328
1275	11739	908301
1276	11748	908282
1277	11758	908285
1278	11767	908281
1279	11776	908272
1280	11785	908275
1281	11795	908277
1282	11806	908425
1283	11815	908427
1284	11825	908424
1285	11834	908408
1286	11843	908420
1287	11853	908439
1288	11862	908439
1289	11871	908423
1290	11881	908421
1291	11890	908410
1292	11899	908402
1293	11908	908396
1294	11918	908391
1295	11927	908388
1296	11936	908376
1297	11945	908364
1298	11954	908353
1299	11964	908358
1300	11973	908341
1301	11982	908324
1302	11991	908310
1303	12000	908285
1304	12009	908253
1305	12018	908267
1306	12028	908261
1307	12037	908248
1308	12046	908236
1309	12055	908225
1310	12065	908226
1311	12074	908253
1312	12083	908243
1313	12092	908223
1314	12102	908219
1315	12111	908202
1316	12120	908185
1317	12129	908197
1318	12139	908192
1319	12148	908201
1320	12157	908184
1321	12167	908181
1322	12176	908227
1323	12186	908213
1324	12195	908218
1325	12205	908237
1326	12214	908234
1327	12224	908261
1328	12236	908489
1329	12245	908491
1330	12256	908567
1331	12265	908588
1332	12275	908634
1333	12285	908668
1334	12294	908661
1335	12304	908678
1336	12313	908692
1337	12323	908703
1338	12333	908732
1339	12342	908747
1340	12351	908732
1341	12361	908753
1342	12370	908758
1343	12380	908770
1344	12389	908764
1345	12398	908763
1346	12407	908749
1347	12417	908748
1348	12426	908748
1349	12435	908747
1350	12445	908727
1351	12454	908738
1352	12464	908753
1353	12473	908764
1354	12483	908774
1355	12492	908793
1356	12502	908807
1357	12511	908810
1358	12521	908818
1359	12530	908825
1360	12539	908835
1361	12549	908854
1362	12558	908863
1363	12568	908869
1364	12577	908859
1365	12587	908874
1366	12596	908867
1367	12605	908874
1368	12615	908877
1369	12624	908846
1370	12633	908835
1371	12642	908845
1372	12652	908834
1373	12661	908827
1374	12670	908815
1375	12679	908806
1376	12688	908803
1377	12698	908783
1378	12707	908784
1379	12716	908780
1380	12726	908781
1381	12735	908772
1382	12744	908777
1383	12753	908772
1384	12763	908771
1385	12772	908772
1386	12781	908746
1387	12791	908751
1388	12800	908741
1389	12809	908747
1390	12819	908748
1391	12828	908750
1392	12837	908742
1393	12846	908727
1394	12856	908732
1395	12865	908729
1396	12874	908704
1397	12883	908699
1398	12893	908709
1399	12902	908701
1400	12911	908674
1401	12920	908680
1402	12930	908670
1403	12939	908672
1404	12948	908667
1405	12957	908656
1406	12967	908666
1407	12976	908666
1408	12986	908664
1409	12995	908646
1410	13004	908639
1411	13013	908633
1412	13022	908614
1413	13032	908618
1414	13041	908608
1415	13050	908604
1416	13059	908596
1417	13069	908584
1418	13078	908576
1419	13087	908573
1420	13096	908574
1421	13106	908620
1422	13116	908615
1423	13125	908592
1424	13134	908586
1425	13143	908576
1426	13153	908574
1427	13162	908571
1428	13171	908580
1429	13181	908599
1430	13190	908580
1431	13199	908575
1432	13208	908555
1433	13218	908551
1434	13227	908526
1435	13236	908498
1436	13245	908484
1437	13254	908489
1438	13263	908476
1439	13273	908476
1440	13282	908489
1441	13292	908489
1442	13301	908482
1443	13310	908459
1444	13319	908437
1445	13328	908440
1446	13338	908432
1447	13347	908432
1448	13356	908437
1449	13366	908441
1450	13375	908445
1451	13384	908445
1452	13394	908450
1453	13403	908455
1454	13413	908464
1455	13425	908623
1456	13434	908651
1457	13444	908665
1458	13453	908649
1459	13463	908660
1460	13472	908651
1461	13481	908641
1462	13491	908661
1463	13500	908665
1464	13513	908919
1465	13524	909050
1466	13534	909047
1467	13543	909032
1468	13556	909298
1469	13565	909283
1470	13575	909270
1471	13584	909249
1472	13593	909222
1473	13602	909213
1474	13611	909197
1475	13620	909172
1476	13629	909174
1477	13639	909164
1478	13648	909156
1479	13657	909144
1480	13666	909132
1481	13675	909121
1482	13685	909110
1483	13694	909091
1484	13703	909100
1485	13712	909075
1486	13721	909063
1487	13731	909051
1488	13740	909033
1489	13749	909004
1490	13757	908972
1491	13766	908951
1492	13776	908931
1493	13785	908915
1494	13794	908885
1495	13803	908858
1496	13811	908831
1497	13820	908805
1498	13830	908806
1499	13839	908777
1500	13848	908758
1501	13857	908743
1502	13866	908731
1503	13875	908718
1504	13884	908689
1505	13893	908666
1506	13903	908661
1507	13912	908652
1508	13921	908634
1509	13930	908628
1510	13939	908622
1511	13949	908610
1512	13958	908603
1513	13967	908613
1514	13977	908616
1515	13986	908597
1516	13995	908592
1517	14005	908603
1518	14014	908608
1519	14023	908602
1520	14033	908594
1521	14042	908575
1522	14051	908560
1523	14060	908551
1524	14069	908526
1525	14078	908514
1526	14092	908774
1527	14116	909766
1528	14137	910491
1529	14146	910481
1530	14155	910458
1531	14165	910451
1532	14174	910439
1533	14183	910413
1534	14192	910396
1535	14201	910356
1536	14212	910463
1537	14221	910443
1538	14230	910442
1539	14239	910425
1540	14249	910414
1541	14258	910398
1542	14267	910402
1543	14277	910400
1544	14286	910382
1545	14295	910388
1546	14304	910372
1547	14314	910369
1548	14323	910358
1549	14333	910376
1550	14342	910369
1551	14351	910362
1552	14360	910345
1553	14370	910346
1554	14379	910321
1555	14388	910313
1556	14400	910516
1557	14409	910463
1558	14418	910420
1559	14426	910372
1560	14437	910453
1561	14449	910594
1562	14467	911136
1563	14485	911693
1564	14496	911818
1565	14507	911887
1566	14516	911846
1567	14524	911807
1568	14533	911758
1569	14542	911715
1570	14550	911673
1571	14559	911615
1572	14567	911552
1573	14576	911519
1574	14590	911812
1575	14602	911922
1576	14611	911903
1577	14620	911886
1578	14629	911868
1579	14638	911852
1580	14647	911826
1581	14656	911808
1582	14665	911782
1583	14674	911745
1584	14683	911722
1585	14692	911692
1586	14701	911674
1587	14710	911667
1588	14719	911641
1589	14728	911622
1590	14738	911608
1591	14747	911583
1592	14756	911581
1593	14765	911581
1594	14775	911558
1595	14784	911553
1596	14793	911536
1597	14802	911533
1598	14812	911535
1599	14821	911520
1600	14830	911519
1601	14840	911523
1602	14849	911515
1603	14858	911502
1604	14868	911496
1605	14877	911486
1606	14886	911468
1607	14895	911461
1608	14905	911467
1609	14914	911448
1610	14923	911437
1611	14932	911413
1612	14941	911391
1613	14950	911370
1614	14959	911332
1615	14968	911305
1616	14977	911299
1617	14987	911298
1618	14997	911348
1619	15006	911338
1620	15015	911322
1621	15024	911300
1622	15034	911293
1623	15043	911287
1624	15052	911274
1625	15062	911271
1626	15071	911274
1627	15080	911269
1628	15090	911259
1629	15099	911266
1630	15109	911267
1631	15118	911261
1632	15127	911243
1633	15136	911231
1634	15146	911214
1635	15155	911207
1636	15164	911174
1637	15173	911165
1638	15182	911157
1639	15191	911143
1640	15201	911150
1641	15210	911138
1642	15219	911132
1643	15229	911140
1644	15238	911128
1645	15248	911126
1646	15257	911124
1647	15266	911097
1648	15275	911098
1649	15285	911123
1650	15295	911124
1651	15304	911110
1652	15313	911101
1653	15322	911095
1654	15332	911102
1655	15341	911094
1656	15350	911079
1657	15360	911077
1658	15369	911074
1659	15378	911064
1660	15387	911038
1661	15397	911035
1662	15406	911017
1663	15415	911012
1664	15425	911010
1665	15434	911009
1666	15443	910997
1667	15453	910996
1668	15462	910984
1669	15471	910963
1670	15480	910945
1671	15489	910932
1672	15498	910919
1673	15508	910907
