iter	RMSE
1665	2.156662906
1666	2.156607744
1667	2.156505754
1668	2.156430858
1669	2.156372586
1670	2.156275864
1671	2.156222186
1672	2.155945106
1673	2.155750075
1674	2.15566891
1675	2.155558139
1676	2.155517055
1677	2.155427534
1678	2.155361398
1679	2.155300917
1680	2.155186693
1681	2.155100028
1682	2.155004058
1683	2.154919377
1684	2.154817398
1685	2.154738382
1686	2.154587725
1687	2.154382547
1688	2.154290611
1689	2.154097516
1690	2.153965341
1691	2.153834493
1692	2.153735107
1693	2.153639686
1694	2.153494636
1695	2.153405499
1696	2.153311009
1697	2.153194879
1698	2.153110167
1699	2.153020694
1700	2.152876754
1701	2.152758822
1702	2.152691089
1703	2.152621391
1704	2.152493296
1705	2.152430656
1706	2.152358549
1707	2.152286315
1708	2.152202139
1709	2.152147775
1710	2.152043479
1711	2.15189246
1712	2.151764017
1713	2.151648715
1714	2.151599691
1715	2.151494024
1716	2.151436635
1717	2.151400997
1718	2.151346223
1719	2.15123872
1720	2.151128293
1721	2.150939596
1722	2.150827241
1723	2.150757109
1724	2.150723192
1725	2.150609835
1726	2.150477334
1727	2.150335281
1728	2.150109991
1729	2.150003952
1730	2.149893889
1731	2.149800875
1732	2.149643762
1733	2.149541162
1734	2.149369266
1735	2.149191946
1736	2.149060169
1737	2.148989525
1738	2.148890095
1739	2.148755953
1740	2.148727151
1741	2.14850202
1742	2.148413956
1743	2.148194528
1744	2.148093424
1745	2.148008116
1746	2.14791539
1747	2.147840383
1748	2.147626833
1749	2.147522037
1750	2.14736071
1751	2.147224236
1752	2.147059703
1753	2.146909808
1754	2.146759378
1755	2.146593689
1756	2.146550004
1757	2.146486667
1758	2.146354617
1759	2.146281134
1760	2.146189366
1761	2.146046323
1762	2.145978599
1763	2.14594061
1764	2.145845918
1765	2.145777171
1766	2.145609513
1767	2.145552451
1768	2.145492251
1769	2.145397403
1770	2.145328758
1771	2.145202296
1772	2.14507331
1773	2.145045028
1774	2.144942144
1775	2.144834395
1776	2.144686173
1777	2.144650118
1778	2.144598944
1779	2.144522303
1780	2.144336722
1781	2.144255072
1782	2.144231976
1783	2.144145649
1784	2.144066959
1785	2.143892906
1786	2.143769868
1787	2.143598481
1788	2.143460869
1789	2.143405631
1790	2.143298324
1791	2.143175492
1792	2.143130966
1793	2.143074461
1794	2.142986303
1795	2.142852213
1796	2.142704336
1797	2.142621818
1798	2.142540296
1799	2.142402604
1800	2.142279656
1801	2.142134798
1802	2.142059243
1803	2.141909409
1804	2.141774802
1805	2.14168553
1806	2.141640051
1807	2.141537197
1808	2.141349961
1809	2.141160423
1810	2.14107869
1811	2.14097514
1812	2.140801596
1813	2.140737224
1814	2.140659421
1815	2.140566832
1816	2.140490315
1817	2.140362267
1818	2.140214153
1819	2.140138496
1820	2.14003489
1821	2.139993325
1822	2.139822788
1823	2.139799118
1824	2.139702205
1825	2.139465982
1826	2.1393838
1827	2.139235385
1828	2.139114435
1829	2.139048572
1830	2.138892325
1831	2.138718864
1832	2.138681099
1833	2.138534909
1834	2.138487319
1835	2.138385053
1836	2.138341191
1837	2.138174337
1838	2.138037547
1839	2.137978483
1840	2.137901572
1841	2.137723399
1842	2.1376459
1843	2.13754392
1844	2.137434121
1845	2.137310929
1846	2.137141056
1847	2.137058209
1848	2.136950351
1849	2.136834524
1850	2.136728209
1851	2.136614501
1852	2.136419184
1853	2.136365371
1854	2.136291244
1855	2.136221249
1856	2.13613406
1857	2.136033562
1858	2.135918483
1859	2.135803047
1860	2.135671437
1861	2.135463012
1862	2.135352607
1863	2.135157149
1864	2.135024322
1865	2.134869647
1866	2.134786052
1867	2.134715882
1868	2.134595223
1869	2.13438168
1870	2.134325367
1871	2.134155121
1872	2.133991231
1873	2.133867043
1874	2.133821202
1875	2.133757338
1876	2.133628754
1877	2.133538311
1878	2.133466147
1879	2.133353688
1880	2.133276132
1881	2.133100164
1882	2.132910976
1883	2.132849395
1884	2.132769029
1885	2.132651829
1886	2.132539428
1887	2.13249479
1888	2.13238517
1889	2.132300943
1890	2.132139099
1891	2.132050211
1892	2.1319841
1893	2.131884741
1894	2.131735813
1895	2.13167769
1896	2.131509063
1897	2.131401319
1898	2.131329431
1899	2.131180929
1900	2.13105384
1901	2.130969664
1902	2.130888494
1903	2.130736464
1904	2.130655677
1905	2.130619241
1906	2.130522621
1907	2.130457912
1908	2.130392207
1909	2.130358909
1910	2.130308727
1911	2.130225474
1912	2.130182408
1913	2.130091137
1914	2.130018255
1915	2.129981901
1916	2.129804163
1917	2.129737764
1918	2.129658741
1919	2.129515539
1920	2.129366516
1921	2.129255938
1922	2.129136541
1923	2.128890601
1924	2.128809805
1925	2.128710529
1926	2.128626155
1927	2.12854476
1928	2.128334905
1929	2.128158386
1930	2.127947734
1931	2.127873657
1932	2.127822085
1933	2.127657209
1934	2.127550649
1935	2.12743985
1936	2.127387168
1937	2.127318159
1938	2.12720966
1939	2.127123489
1940	2.126973516
1941	2.126917124
1942	2.126798698
1943	2.126731132
1944	2.126644249
1945	2.126519119
1946	2.126429219
1947	2.126364463
1948	2.126324039
1949	2.126226958
1950	2.126110061
1951	2.125971703
1952	2.12582058
1953	2.125742773
1954	2.12568353
1955	2.12551678
1956	2.125328038
1957	2.125249367
1958	2.125205652
1959	2.125149971
1960	2.125060522
1961	2.12491326
1962	2.124820244
1963	2.124739684
1964	2.124660222
1965	2.124622832
1966	2.124462689
1967	2.12437584
1968	2.124240582
1969	2.124138065
1970	2.124046624
1971	2.123797606
1972	2.123685225
1973	2.123593635
1974	2.123442563
1975	2.123362587
1976	2.123325598
1977	2.12319633
1978	2.123128771
1979	2.122999627
1980	2.122921526
1981	2.122820753
1982	2.12269032
1983	2.122610225
1984	2.122494369
1985	2.122437187
1986	2.122373445
1987	2.122322834
1988	2.122220604
1989	2.12214338
1990	2.122075984
1991	2.121967816
1992	2.121697794
1993	2.121624334
1994	2.121507024
1995	2.121462591
1996	2.121388438
1997	2.121346839
1998	2.121257019
1999	2.121076371
2000	2.121016917
2001	2.120926946
2002	2.120797426
2003	2.120681771
2004	2.120560867
2005	2.120480588
2006	2.120353694
2007	2.12025586
2008	2.120124895
2009	2.120004127
2010	2.119922399
2011	2.119874175
2012	2.119819987
2013	2.119765365
2014	2.119696078
2015	2.119507032
2016	2.119408479
2017	2.119325009
2018	2.119204888
2019	2.119123684
2020	2.119003221
2021	2.118863593
2022	2.118824736
2023	2.118712707
2024	2.118660447
2025	2.118584674
2026	2.118523703
2027	2.118319513
2028	2.118257101
2029	2.118155045
2030	2.117988949
2031	2.117925462
2032	2.11767719
2033	2.117590604
2034	2.1175394
2035	2.117450676
2036	2.117378041
2037	2.11732333
2038	2.117235068
2039	2.117125227
2040	2.117053283
2041	2.116921447
2042	2.116821559
2043	2.116703862
2044	2.116617786
2045	2.11655943
2046	2.116404563
2047	2.116347421
2048	2.116185669
2049	2.116061524
2050	2.115994828
2051	2.115888757
2052	2.115772379
2053	2.115685452
2054	2.115497464
2055	2.115312591
2056	2.115204017
2057	2.115131558
2058	2.114959961
2059	2.114895631
2060	2.114772433
2061	2.11474146
2062	2.114692591
2063	2.114628866
2064	2.114505815
2065	2.114395774
2066	2.114331816
2067	2.114204417
2068	2.11413126
2069	2.11399209
2070	2.113865564
2071	2.113741463
2072	2.113594352
2073	2.113513565
2074	2.113411926
2075	2.113245157
2076	2.113176127
2077	2.113046426
2078	2.112949629
2079	2.11283064
2080	2.112755379
2081	2.112667828
2082	2.112580146
2083	2.112453116
2084	2.112368987
2085	2.112231829
2086	2.11213592
2087	2.112073277
2088	2.111981911
2089	2.111806457
2090	2.111676479
2091	2.111605788
2092	2.111553302
2093	2.111481454
2094	2.111428605
2095	2.111287893
2096	2.111201806
2097	2.111096872
2098	2.111035371
2099	2.110914016
2100	2.110818087
2101	2.110726915
2102	2.110578359
2103	2.110554033
2104	2.110454094
2105	2.110401294
2106	2.110286671
2107	2.110149201
2108	2.109995278
2109	2.1098553
2110	2.109800553
2111	2.109713495
2112	2.10950968
2113	2.109344362
2114	2.109212089
2115	2.109128177
2116	2.109033832
2117	2.108931824
2118	2.10888074
2119	2.108809506
2120	2.108673193
2121	2.108604719
2122	2.108491152
2123	2.108360623
2124	2.108270424
2125	2.108196232
2126	2.108141456
2127	2.108024103
2128	2.107840374
2129	2.107729459
2130	2.10752362
2131	2.107388461
2132	2.107263261
2133	2.107181617
2134	2.107080551
2135	2.106949508
2136	2.10688364
2137	2.1068004
2138	2.106728625
2139	2.106655033
2140	2.10652468
2141	2.106394266
2142	2.106339264
2143	2.106258561
2144	2.106169195
2145	2.106107171
2146	2.106017424
2147	2.10588766
2148	2.10581347
2149	2.105725975
2150	2.105648672
2151	2.105579656
2152	2.105342657
2153	2.105211897
2154	2.105012742
2155	2.104959317
2156	2.104827207
2157	2.104754705
2158	2.104691941
2159	2.104583957
2160	2.104534788
2161	2.104407822
2162	2.104336068
2163	2.104161624
2164	2.104077485
2165	2.104037818
2166	2.103898451
2167	2.103716802
2168	2.103553889
2169	2.103433018
2170	2.103336088
2171	2.103187928
2172	2.103084395
2173	2.103024682
2174	2.102950294
2175	2.102786491
2176	2.102603722
2177	2.102482048
2178	2.102417765
2179	2.102293064
2180	2.10223191
2181	2.102138338
2182	2.102027771
2183	2.101913668
2184	2.10182687
2185	2.101680052
2186	2.101600367
2187	2.101491236
2188	2.101327038
2189	2.101223005
2190	2.101133153
2191	2.100932663
2192	2.100859864
2193	2.100791857
2194	2.100632849
2195	2.100512787
2196	2.100390255
2197	2.100245403
2198	2.100124764
2199	2.099932287
2200	2.099844099
2201	2.09974382
2202	2.099696038
2203	2.099626193
2204	2.099528628
2205	2.09937104
2206	2.099285709
2207	2.099106933
2208	2.098999463
2209	2.098777556
2210	2.098728617
2211	2.098620847
2212	2.098410402
2213	2.098359471
2214	2.098276574
2215	2.098102271
2216	2.098070099
2217	2.097900394
2218	2.097754127
2219	2.097688225
2220	2.09762401
2221	2.097471536
2222	2.097354691
2223	2.097170331
2224	2.096964381
2225	2.096871966
2226	2.096773294
2227	2.096663869
2228	2.096582042
2229	2.096498763
2230	2.096445993
2231	2.096377222
2232	2.096263476
2233	2.096181399
2234	2.09606811
2235	2.096013134
2236	2.095938552
2237	2.095787426
2238	2.095715768
2239	2.095555169
2240	2.09544789
2241	2.095317096
2242	2.095187869
2243	2.095054782
2244	2.094922775
2245	2.094838549
2246	2.094761528
2247	2.094711696
2248	2.094652368
2249	2.09448771
2250	2.094461373
2251	2.094336726
2252	2.09417008
2253	2.094047233
2254	2.093992489
2255	2.093873161
2256	2.093737702
2257	2.093656831
2258	2.093502894
2259	2.093344975
2260	2.09320387
2261	2.093111074
2262	2.09304756
2263	2.092941771
2264	2.092831319
2265	2.092741388
2266	2.092652794
2267	2.092517587
2268	2.092445153
2269	2.092279406
2270	2.092149769
2271	2.092006697
2272	2.0918798
2273	2.091751306
2274	2.091677662
2275	2.091598874
2276	2.091373954
2277	2.091336304
2278	2.091295446
2279	2.091146528
2280	2.091067956
2281	2.090879444
2282	2.090700987
2283	2.090636256
2284	2.090561315
2285	2.090414721
2286	2.090257813
2287	2.090176639
2288	2.090090848
2289	2.090012087
2290	2.089905468
2291	2.08983352
2292	2.089731929
2293	2.089689991
2294	2.089569044
2295	2.089378789
2296	2.089243694
2297	2.089139092
2298	2.088981036
2299	2.088861566
2300	2.088732321
2301	2.088611026
2302	2.088488282
2303	2.088381746
2304	2.088299703
2305	2.088076507
2306	2.087992874
2307	2.087933581
2308	2.087769476
2309	2.087588531
2310	2.087475783
2311	2.087351629
2312	2.087254642
2313	2.087150974
2314	2.087095703
2315	2.086958417
2316	2.086835095
2317	2.086733176
2318	2.086588977
2319	2.086481384
2320	2.086414638
2321	2.086332124
2322	2.086197949
2323	2.086159144
2324	2.086001416
2325	2.085911349
2326	2.085788527
2327	2.08573284
2328	2.085603766
2329	2.085505171
2330	2.085358146
2331	2.085247098
2332	2.085122391
2333	2.084964004
2334	2.084843352
2335	2.084670736
2336	2.084513448
2337	2.084317819
2338	2.084185309
2339	2.083965498
2340	2.083911182
2341	2.08383149
2342	2.083784553
2343	2.083702561
2344	2.083565084
2345	2.083412137
2346	2.083294579
2347	2.083165281
2348	2.083098315
2349	2.082922318
2350	2.082812573
2351	2.082644454
2352	2.082517486
2353	2.082408141
2354	2.082214648
2355	2.082125929
2356	2.081961127
2357	2.081852696
2358	2.081697207
2359	2.081507155
2360	2.081443983
2361	2.081299926
2362	2.081195612
2363	2.081020817
2364	2.080961963
2365	2.08082222
2366	2.080781187
2367	2.080720449
2368	2.080619745
2369	2.080575608
2370	2.080475996
2371	2.080362263
2372	2.08017821
2373	2.080130572
2374	2.080024125
2375	2.079809741
2376	2.0797713
2377	2.079687907
2378	2.079570505
2379	2.07934984
2380	2.079214049
2381	2.079107936
2382	2.079056187
2383	2.078951613
2384	2.078895698
2385	2.078842113
2386	2.078741118
2387	2.078685741
2388	2.078550569
2389	2.078295193
2390	2.078205201
2391	2.078053058
2392	2.077922614
2393	2.077800031
2394	2.077633665
2395	2.077594572
2396	2.077524547
2397	2.077482643
2398	2.077385543
2399	2.077306478
2400	2.077135674
2401	2.077076199
2402	2.076983936
2403	2.076903729
2404	2.07673672
2405	2.076603928
2406	2.076537986
2407	2.076362644
2408	2.076243831
2409	2.076102288
2410	2.075984596
2411	2.075872474
2412	2.075797302
2413	2.075655218
2414	2.075516737
2415	2.075379038
2416	2.075280305
2417	2.075141177
2418	2.075087513
2419	2.075005675
2420	2.07487499
2421	2.074821097
2422	2.074688314
2423	2.074603557
2424	2.074527786
2425	2.074413048
2426	2.074296
2427	2.074209337
2428	2.074130946
2429	2.074100849
2430	2.073983937
2431	2.073890446
2432	2.073737696
2433	2.073641845
2434	2.073509767
2435	2.073344019
2436	2.073282759
2437	2.073120442
2438	2.072966726
2439	2.07286963
2440	2.072810587
2441	2.072717059
2442	2.072661048
2443	2.072565486
2444	2.072515562
2445	2.072437158
2446	2.072339327
2447	2.072228183
2448	2.072092636
2449	2.071890664
2450	2.071800944
2451	2.071700908
2452	2.071565761
2453	2.071377061
2454	2.071290411
2455	2.071220636
2456	2.071120783
2457	2.071075479
2458	2.071017397
2459	2.070935441
2460	2.070835244
2461	2.070664243
2462	2.070500712
2463	2.070329358
2464	2.070268932
2465	2.070226808
2466	2.07014707
2467	2.069992703
2468	2.069961955
2469	2.069847094
2470	2.069765512
2471	2.069673823
2472	2.069483347
2473	2.069391313
2474	2.069227163
2475	2.069140649
2476	2.069021951
2477	2.068930909
2478	2.068875919
2479	2.068768392
2480	2.068672931
2481	2.068528035
2482	2.068380746
2483	2.068327461
2484	2.068279632
2485	2.068145994
2486	2.068082535
2487	2.068053822
2488	2.068032102
2489	2.067831788
2490	2.067801965
2491	2.067703537
2492	2.067588701
2493	2.067477064
2494	2.067421361
2495	2.067293708
2496	2.067099374
2497	2.066983809
2498	2.066889816
2499	2.06678113
2500	2.066632227
2501	2.066463894
2502	2.066412248
2503	2.066291612
2504	2.066126315
2505	2.066022698
2506	2.065881033
2507	2.065806935
2508	2.065717328
2509	2.065597182
2510	2.065466582
2511	2.06537437
2512	2.065225958
2513	2.0651904
2514	2.065050524
2515	2.064914177
2516	2.06482523
2517	2.064729503
2518	2.064630488
2519	2.064483278
2520	2.064386974
2521	2.064295196
2522	2.064121656
2523	2.064044145
2524	2.063977375
2525	2.063918583
2526	2.063869435
2527	2.06379714
2528	2.063674759
2529	2.063511363
2530	2.063460642
2531	2.063355252
2532	2.063304343
2533	2.063175639
2534	2.063083536
2535	2.063008444
2536	2.062921327
2537	2.062845455
2538	2.0627147
2539	2.062583569
2540	2.062414836
2541	2.062324918
2542	2.062247404
2543	2.062096325
2544	2.061993938
2545	2.061927883
2546	2.061769479
2547	2.061671533
2548	2.061551438
2549	2.061451973
2550	2.061328109
2551	2.061171854
2552	2.061057788
2553	2.06090201
2554	2.060855704
2555	2.060755591
2556	2.060609066
2557	2.060499188
2558	2.060425367
2559	2.060317936
2560	2.06012858
2561	2.060085494
2562	2.059926574
2563	2.059788656
2564	2.059677074
2565	2.059625625
2566	2.059489817
2567	2.059317754
2568	2.059185946
2569	2.05904463
2570	2.058941464
2571	2.058853502
2572	2.058767013
2573	2.05857753
2574	2.058431234
2575	2.058342133
2576	2.058195035
2577	2.058060607
2578	2.058038536
2579	2.057931367
2580	2.05788841
2581	2.057844221
2582	2.057740213
2583	2.057625647
2584	2.057523685
2585	2.057462375
2586	2.057281422
2587	2.057161797
2588	2.057087612
2589	2.05699306
2590	2.05689266
2591	2.056713265
2592	2.056585217
2593	2.056450796
2594	2.056354825
2595	2.056154386
2596	2.056065407
2597	2.055877282
2598	2.055788633
2599	2.055709104
2600	2.055621501
2601	2.055536363
2602	2.055485538
2603	2.055441459
2604	2.055385189
2605	2.055336263
2606	2.055311086
2607	2.05521816
2608	2.055171962
2609	2.055127112
2610	2.054982403
2611	2.05490216
2612	2.054768915
2613	2.054678565
2614	2.054560136
2615	2.054419403
2616	2.054322189
2617	2.054233133
2618	2.05417854
2619	2.054077313
2620	2.054002526
2621	2.053891487
2622	2.053789163
2623	2.053680707
2624	2.053596108
2625	2.053529366
2626	2.053317607
2627	2.053243053
2628	2.053151861
2629	2.053015745
2630	2.052899441
2631	2.052824167
2632	2.052694097
2633	2.052631457
2634	2.052569731
2635	2.052424538
2636	2.052265411
2637	2.052217849
2638	2.05214564
2639	2.052061764
2640	2.051980077
2641	2.051856491
2642	2.051756204
2643	2.051614666
2644	2.051586771
2645	2.051479735
2646	2.051433837
2647	2.051364118
2648	2.05132371
2649	2.05119436
2650	2.051049002
2651	2.050911063
2652	2.050832808
2653	2.05077379
2654	2.050618112
2655	2.050511306
2656	2.050460242
2657	2.050338971
2658	2.050196316
2659	2.050133945
2660	2.050042713
2661	2.049929859
2662	2.049869983
2663	2.049750909
2664	2.049741531
2665	2.049634603
2666	2.049506216
2667	2.049419042
2668	2.049316839
2669	2.049174254
2670	2.049120837
2671	2.04898941
2672	2.048833699
2673	2.0487264
2674	2.048667489
2675	2.048526943
2676	2.048473386
2677	2.048435204
2678	2.048366719
2679	2.048255061
2680	2.048191747
2681	2.048024159
2682	2.047921926
2683	2.047777708
2684	2.04772183
2685	2.047654113
2686	2.047618845
2687	2.04748426
2688	2.047373003
2689	2.047249843
2690	2.047167144
2691	2.047114707
2692	2.046988709
2693	2.04688022
2694	2.046801452
2695	2.046667122
2696	2.046599884
2697	2.046499764
2698	2.046421204
2699	2.046304436
2700	2.046281626
2701	2.046152215
2702	2.046117117
2703	2.046008088
2704	2.045895513
2705	2.045828073
2706	2.045719016
2707	2.045665716
2708	2.045561688
2709	2.04542076
2710	2.045351896
2711	2.045278498
2712	2.045184101
2713	2.04510799
2714	2.045065488
2715	2.044955849
2716	2.044894114
2717	2.04488527
2718	2.044810469
2719	2.044730033
2720	2.044612023
2721	2.044474443
2722	2.044327861
2723	2.044266652
2724	2.044192271
2725	2.044120402
2726	2.043999011
2727	2.043922648
2728	2.043913389
2729	2.043787296
2730	2.043631914
2731	2.043575132
2732	2.043520577
2733	2.043431861
2734	2.043305784
2735	2.043195411
2736	2.043121396
2737	2.043080445
2738	2.042948896
2739	2.042926087
2740	2.042898549
2741	2.042816256
2742	2.042752461
2743	2.042580362
2744	2.042555838
2745	2.042420433
2746	2.04232872
2747	2.042236752
2748	2.042074154
2749	2.041945979
2750	2.041840602
2751	2.041765012
2752	2.041639999
2753	2.0415103
2754	2.041464528
2755	2.041392749
2756	2.041264712
2757	2.04123411
2758	2.0411557
2759	2.041039254
2760	2.04092507
2761	2.040835864
2762	2.04076989
2763	2.04064143
2764	2.040517589
2765	2.040496699
2766	2.04034997
2767	2.040332093
2768	2.040258222
2769	2.040192062
2770	2.040153782
2771	2.040046538
2772	2.039910223
2773	2.039797047
2774	2.039637359
2775	2.039551657
2776	2.039387096
2777	2.039339051
2778	2.039287433
2779	2.039223604
2780	2.03908822
2781	2.038995385
2782	2.038928698
2783	2.038854866
2784	2.038805461
2785	2.038676116
2786	2.038588196
2787	2.038503745
2788	2.038418387
2789	2.038251421
2790	2.038212075
2791	2.038166766
2792	2.038094649
2793	2.037973377
2794	2.037952146
2795	2.037822813
2796	2.037799694
2797	2.037756918
2798	2.037652892
2799	2.037566951
2800	2.03743459
2801	2.037356494
2802	2.037247439
2803	2.037164414
2804	2.037103439
2805	2.036998607
2806	2.036941223
2807	2.036801183
2808	2.036702158
2809	2.036543596
2810	2.036479737
2811	2.036429881
2812	2.036410549
2813	2.036341557
2814	2.036119774
2815	2.036056829
2816	2.03601434
2817	2.035897661
2818	2.035742173
2819	2.035669456
2820	2.03548634
2821	2.035399981
2822	2.035306644
2823	2.035246256
2824	2.035065969
2825	2.035010601
2826	2.034861385
2827	2.034765875
2828	2.034697491
2829	2.034663989
2830	2.034611726
2831	2.034538826
2832	2.034472829
2833	2.034375893
2834	2.034305751
2835	2.034222759
2836	2.034191703
2837	2.03415371
2838	2.0340999
2839	2.034005644
2840	2.033967967
2841	2.033866905
2842	2.033772387
2843	2.033645765
2844	2.033559396
2845	2.033481955
2846	2.03339456
2847	2.0333103
2848	2.033239668
2849	2.033098862
2850	2.033002806
2851	2.032996206
2852	2.032898344
2853	2.032807594
2854	2.032727963
2855	2.032681305
2856	2.032636772
2857	2.032489627
2858	2.032401982
2859	2.032291776
2860	2.032227412
2861	2.032160464
2862	2.032044712
2863	2.031956003
2864	2.031886024
2865	2.031794302
2866	2.031768531
2867	2.031641721
2868	2.03157889
2869	2.031549455
2870	2.031408605
2871	2.031340993
2872	2.031225557
2873	2.031135325
2874	2.031011547
2875	2.030889241
2876	2.030855333
2877	2.030803692
2878	2.030668457
2879	2.030555898
2880	2.030469505
2881	2.030317282
2882	2.030196596
2883	2.030170676
2884	2.03009407
2885	2.029966591
2886	2.029945273
2887	2.029800742
2888	2.029723866
2889	2.02964191
2890	2.029586955
2891	2.029363582
2892	2.029285762
2893	2.029245289
2894	2.029139266
2895	2.029028582
2896	2.02892535
2897	2.028869585
2898	2.028776836
2899	2.028689
2900	2.028594289
2901	2.028528711
2902	2.028444739
2903	2.02835417
2904	2.028294195
2905	2.028213131
2906	2.028055827
2907	2.027995044
2908	2.027931852
2909	2.0278206
2910	2.027752912
2911	2.027688007
2912	2.02761362
2913	2.027462474
2914	2.027401174
2915	2.027249675
2916	2.027189862
2917	2.027043128
2918	2.026941779
2919	2.026864879
2920	2.02677294
2921	2.026633566
2922	2.026602007
2923	2.026566376
2924	2.026501053
2925	2.026367103
2926	2.026276835
2927	2.026157934
2928	2.026012504
2929	2.025929651
2930	2.025757134
2931	2.025657276
2932	2.025628588
2933	2.025543335
2934	2.025480276
2935	2.025436369
2936	2.025341966
2937	2.025294497
2938	2.025266492
2939	2.025194477
2940	2.025049472
2941	2.024902587
2942	2.024797314
2943	2.024719965
2944	2.024654263
2945	2.02464542
2946	2.024599268
2947	2.024514724
2948	2.024425134
2949	2.02429159
2950	2.024265977
2951	2.02415936
2952	2.024134433
2953	2.024081014
2954	2.024035977
2955	2.023977664
2956	2.023952275
2957	2.023929449
2958	2.023845628
2959	2.023695243
2960	2.023591335
2961	2.02352307
2962	2.023446651
2963	2.02335407
2964	2.023328839
2965	2.023314082
2966	2.023224718
2967	2.023176268
2968	2.023072117
2969	2.022977073
2970	2.022852876
2971	2.022792382
2972	2.022697236
2973	2.022639133
2974	2.022525938
2975	2.022394265
2976	2.022371443
2977	2.02226815
2978	2.022185433
2979	2.022158909
2980	2.022101506
2981	2.022019711
2982	2.02190185
2983	2.021741501
2984	2.021600427
2985	2.021485568
2986	2.021479303
2987	2.021360794
2988	2.021308009
2989	2.02122565
2990	2.02115209
2991	2.021073522
2992	2.021020123
2993	2.02088524
2994	2.02078668
2995	2.020694632
2996	2.020660747
2997	2.020579788
2998	2.020469893
2999	2.020419214
3000	2.020401488
3001	2.020374562
3002	2.020282367
3003	2.020191877
3004	2.020087511
3005	2.02003044
3006	2.019929861
3007	2.019848287
3008	2.019754466
3009	2.019651045
3010	2.019622243
3011	2.019530926
3012	2.019443783
3013	2.019437597
3014	2.019333429
3015	2.019252385
3016	2.019215005
3017	2.019196559
3018	2.019058444
3019	2.018977735
3020	2.018875883
3021	2.018868739
3022	2.018848949
3023	2.01874035
3024	2.018647921
3025	2.018566926
3026	2.018470895
3027	2.018394554
3028	2.018369757
3029	2.01824972
3030	2.018161382
3031	2.018000954
3032	2.017891264
3033	2.017868705
3034	2.017820089
3035	2.01770737
3036	2.017642535
3037	2.017515888
3038	2.017459076
3039	2.017445112
3040	2.017366171
3041	2.017258713
3042	2.017189253
3043	2.017107907
3044	2.017032511
3045	2.016921149
3046	2.016798176
3047	2.016767215
3048	2.016735611
3049	2.016665786
3050	2.016519595
3051	2.016466814
3052	2.016393994
3053	2.016276232
3054	2.016127318
3055	2.016120287
3056	2.016091984
3057	2.015980704
3058	2.015924709
3059	2.015844769
3060	2.01575352
3061	2.015647557
3062	2.015493035
3063	2.015420685
3064	2.015324321
3065	2.015181071
3066	2.015028712
3067	2.014894345
3068	2.014875431
3069	2.014796811
3070	2.014593618
3071	2.0144957
3072	2.014368968
3073	2.014257067
3074	2.014175427
3075	2.014099372
3076	2.014033095
3077	2.013945037
3078	2.013904111
3079	2.013762868
3080	2.013719287
3081	2.013593276
3082	2.013567461
3083	2.013469604
3084	2.013386253
3085	2.013358358
3086	2.013279185
3087	2.013271995
3088	2.013171266
3089	2.013164093
3090	2.013079442
3091	2.013073033
3092	2.012871658
3093	2.012846481
3094	2.012770882
3095	2.012641346
3096	2.012521315
3097	2.012509105
3098	2.012381833
3099	2.012313654
3100	2.01220428
3101	2.012104364
3102	2.011881984
3103	2.011758907
3104	2.011607864
3105	2.011528366
3106	2.011414582
3107	2.011334165
3108	2.011231334
3109	2.011118107
3110	2.011007598
3111	2.010896257
3112	2.010783942
3113	2.010704843
3114	2.010551389
3115	2.01047217
3116	2.010415175
3117	2.010342663
3118	2.010261431
3119	2.010121128
3120	2.010097015
3121	2.010027535
3122	2.009917708
3123	2.009805858
3124	2.00972701
3125	2.009609203
3126	2.009495808
3127	2.009390934
3128	2.009288901
3129	2.009230167
3130	2.009180828
3131	2.009105549
3132	2.009037961
3133	2.008957015
3134	2.008863323
3135	2.008781202
3136	2.008693128
3137	2.008646013
3138	2.008558261
3139	2.008474603
3140	2.008420045
3141	2.008402807
3142	2.008298858
3143	2.008221445
3144	2.008155411
3145	2.00810627
3146	2.008033588
3147	2.00802222
3148	2.008012793
3149	2.007871849
3150	2.007820118
3151	2.007740496
3152	2.007572581
3153	2.00751731
3154	2.007451776
3155	2.007390855
3156	2.007311697
3157	2.007241858
3158	2.007225228
3159	2.00721314
3160	2.007133989
3161	2.007013755
3162	2.006934919
3163	2.006861978
3164	2.006776682
3165	2.00673544
3166	2.006654174
3167	2.006525206
3168	2.006474392
3169	2.006394981
3170	2.006339624
3171	2.006192473
3172	2.006106752
3173	2.005999702
3174	2.005941394
3175	2.005865022
3176	2.005800279
3177	2.005719085
3178	2.005565926
3179	2.005528148
3180	2.005436172
3181	2.005430299
3182	2.005313511
3183	2.005185369
3184	2.005119017
3185	2.005026324
3186	2.004931003
3187	2.004827387
3188	2.004674489
3189	2.004635633
3190	2.004549122
3191	2.004530711
3192	2.004382249
3193	2.0042875
3194	2.004175645
3195	2.004158191
3196	2.004150366
3197	2.004066847
3198	2.004048705
3199	2.003962098
3200	2.003955874
3201	2.003821529
3202	2.003770911
3203	2.003673185
3204	2.003575989
3205	2.003459101
3206	2.003368964
3207	2.003238999
3208	2.00315494
3209	2.003115009
3210	2.003090139
3211	2.003011478
3212	2.002832349
3213	2.002732577
3214	2.002695178
3215	2.002655072
3216	2.002578147
3217	2.002501641
3218	2.002495451
