iter	RMSE
158	3.010196103
159	3.007004507
160	3.003840842
161	3.000641287
162	2.997348925
163	2.994597966
164	2.991230521
165	2.98825938
166	2.984184178
167	2.980905856
168	2.976766586
169	2.972977269
170	2.968767382
171	2.965548354
172	2.961515076
173	2.957595989
174	2.953538617
175	2.949747773
176	2.946356137
177	2.942467145
178	2.938796444
179	2.934879008
180	2.931081214
181	2.928438677
182	2.924829511
183	2.921305619
184	2.917666423
185	2.914176809
186	2.910477436
187	2.906699234
188	2.903054801
189	2.900106534
190	2.896552259
191	2.892844568
192	2.889324684
193	2.886818105
194	2.88334841
195	2.879894868
196	2.876592483
197	2.873902601
198	2.87034313
199	2.866891796
200	2.86349249
201	2.860093802
202	2.856834504
203	2.853815237
204	2.850409512
205	2.847111552
206	2.844531573
207	2.842029858
208	2.838779262
209	2.835492712
210	2.833139154
211	2.83103741
212	2.82788418
213	2.824699066
214	2.821401662
215	2.819304102
216	2.816164003
217	2.813231255
218	2.810168141
219	2.806942745
220	2.803970779
221	2.80141364
222	2.7984844
223	2.795620146
224	2.792686789
225	2.790014434
226	2.787656166
227	2.785727385
228	2.782915921
229	2.780116027
230	2.77719895
231	2.774234319
232	2.771435719
233	2.768622294
234	2.766526699
235	2.764081199
236	2.761214333
237	2.758565295
238	2.755871594
239	2.753375621
240	2.750564051
241	2.747917011
242	2.745265221
243	2.74263383
244	2.739878296
245	2.737311651
246	2.734742701
247	2.732018536
248	2.729567355
249	2.726792346
250	2.724234588
251	2.722109143
252	2.719468141
253	2.717516799
254	2.714994732
255	2.712400769
256	2.710616389
257	2.708309456
258	2.705887164
259	2.704019983
260	2.702316793
261	2.699832785
262	2.697460668
263	2.695529152
264	2.693335294
265	2.69072907
266	2.688316974
267	2.686023241
268	2.683756145
269	2.682041805
270	2.679715518
271	2.677472884
272	2.675170529
273	2.672909572
274	2.67058824
275	2.66845068
276	2.666832872
277	2.664673937
278	2.662380118
279	2.660154457
280	2.657998052
281	2.655723564
282	2.653541078
283	2.651339266
284	2.649304974
285	2.647561392
286	2.645394862
287	2.64323619
288	2.641245108
289	2.639282851
290	2.637213756
291	2.635137987
292	2.633670501
293	2.631559047
294	2.629572809
295	2.627596242
296	2.625983523
297	2.624645713
298	2.622509393
299	2.620551579
300	2.618501738
301	2.616492778
302	2.615047495
303	2.612997844
304	2.61162774
305	2.60973619
306	2.608274781
307	2.606382649
308	2.604548168
309	2.603005004
310	2.601061003
311	2.599425267
312	2.597666329
313	2.595771818
314	2.594279435
315	2.592395949
316	2.590511555
317	2.589070163
318	2.587798661
319	2.586269277
320	2.584609043
321	2.583299937
322	2.582131946
323	2.580251362
324	2.578404247
325	2.576703826
326	2.575080427
327	2.573273184
328	2.572169334
329	2.570965618
330	2.569456024
331	2.567818148
332	2.56651896
333	2.564868927
334	2.563589165
335	2.562212341
336	2.560619043
337	2.559432561
338	2.557857956
339	2.556164861
340	2.554596827
341	2.552996137
342	2.551459874
343	2.549762811
344	2.548538937
345	2.547365448
346	2.545917576
347	2.544744013
348	2.543476572
349	2.542186811
350	2.540743452
351	2.539266537
352	2.537744354
353	2.536279756
354	2.534994922
355	2.533694715
356	2.532226512
357	2.530673176
358	2.529158276
359	2.528117668
360	2.526570183
361	2.525449311
362	2.524308711
363	2.522901403
364	2.521797627
365	2.5207509
366	2.51940265
367	2.518431586
368	2.517412585
369	2.516053854
370	2.514838039
371	2.513960063
372	2.512800193
373	2.511550935
374	2.510701552
375	2.509673377
376	2.508197015
377	2.507210612
378	2.506317881
379	2.504955869
380	2.504068135
381	2.503192603
382	2.501829406
383	2.500921298
384	2.499867768
385	2.498946108
386	2.497638749
387	2.496725072
388	2.495854988
389	2.494749284
390	2.493854372
391	2.492804719
392	2.491644787
393	2.490915521
394	2.48972243
395	2.489031229
396	2.487787712
397	2.486913147
398	2.485574556
399	2.484434478
400	2.483157132
401	2.482078466
402	2.480923503
403	2.479724644
404	2.478937901
405	2.477673003
406	2.476710325
407	2.475641402
408	2.474475728
409	2.473609626
410	2.472591595
411	2.471543902
412	2.470535125
413	2.469871063
414	2.468920961
415	2.467785746
416	2.466744792
417	2.465880788
418	2.464804146
419	2.463658487
420	2.462645203
421	2.461628917
422	2.460703483
423	2.459860616
424	2.458807686
425	2.457948262
426	2.456888041
427	2.455790357
428	2.45501182
429	2.454310313
430	2.453667643
431	2.453090346
432	2.452073972
433	2.451145495
434	2.450523972
435	2.44955751
436	2.4486744
437	2.448147876
438	2.447290686
439	2.446549937
440	2.445849444
441	2.444813167
442	2.443791982
443	2.442715411
444	2.442083028
445	2.441480695
446	2.440840757
447	2.439782451
448	2.439193379
449	2.438575232
450	2.437922869
451	2.437007345
452	2.436027177
453	2.43561805
454	2.435166766
455	2.434191161
456	2.433404149
457	2.432572142
458	2.431889015
459	2.431023021
460	2.430469056
461	2.429804796
462	2.42882536
463	2.42813514
464	2.427497043
465	2.426537004
466	2.42589011
467	2.425215716
468	2.424394056
469	2.423837884
470	2.423278057
471	2.422528526
472	2.421773196
473	2.421286667
474	2.420572884
475	2.419650649
476	2.418982618
477	2.418330928
478	2.417430583
479	2.416697715
480	2.415811468
481	2.415146898
482	2.414574298
483	2.414213213
484	2.413349604
485	2.41255748
486	2.411769996
487	2.41107197
488	2.410308426
489	2.409479787
490	2.408901943
491	2.408037477
492	2.407322964
493	2.406524201
494	2.406038535
495	2.405514898
496	2.40501918
497	2.404515004
498	2.403788105
499	2.403296331
500	2.402790554
501	2.402332477
502	2.401917317
503	2.401224736
504	2.400387512
505	2.399579196
506	2.399057151
507	2.398382856
508	2.398010326
509	2.397224562
510	2.396599246
511	2.396164994
512	2.395401783
513	2.394795722
514	2.394135819
515	2.393357968
516	2.392668977
517	2.392243966
518	2.391505602
519	2.390738728
520	2.390321482
521	2.389850387
522	2.389509146
523	2.389010458
524	2.388605903
525	2.387992818
526	2.387602891
527	2.387054571
528	2.386653803
529	2.38623142
530	2.385813261
531	2.385521076
532	2.384996722
533	2.384511492
534	2.383783024
535	2.383033353
536	2.382341502
537	2.3816539
538	2.381296534
539	2.380833826
540	2.380336356
541	2.379847914
542	2.379151371
543	2.378474067
544	2.377926028
545	2.377344253
546	2.376963081
547	2.37644935
548	2.375887264
549	2.375396847
550	2.375068206
551	2.374687054
552	2.374308775
553	2.373779081
554	2.373208998
555	2.372670724
556	2.371963316
557	2.371521554
558	2.371177684
559	2.370520621
560	2.370018266
561	2.369388659
562	2.368758988
563	2.368327079
564	2.367843024
565	2.367271963
566	2.366753481
567	2.366123426
568	2.365753459
569	2.365317603
570	2.364854937
571	2.364333424
572	2.363976264
573	2.363500242
574	2.362891443
575	2.362384393
576	2.361879047
577	2.361535682
578	2.361218045
579	2.360874661
580	2.360192493
581	2.359520991
582	2.358938093
583	2.358516687
584	2.357917726
585	2.357418298
586	2.357106007
587	2.356472029
588	2.355976225
589	2.355596157
590	2.355229181
591	2.354904551
592	2.354274017
593	2.353721314
594	2.353268066
595	2.352712861
596	2.352310422
597	2.351885082
598	2.351379065
599	2.350829944
600	2.350508743
601	2.349950301
602	2.349409974
603	2.349102663
604	2.348751825
605	2.348362976
606	2.34791864
607	2.347427038
608	2.346884521
609	2.34631163
610	2.345952913
611	2.345698134
612	2.345247742
613	2.34501654
614	2.344643768
615	2.344098065
616	2.343522068
617	2.342926317
618	2.342605485
619	2.342242944
620	2.341864844
621	2.341596016
622	2.341111742
623	2.340715034
624	2.340320283
625	2.339796846
626	2.339361543
627	2.338886999
628	2.338526842
629	2.338217212
630	2.337897527
631	2.337396758
632	2.336954757
633	2.336673936
634	2.336422147
635	2.336024146
636	2.335573285
637	2.335309362
638	2.334794006
639	2.334319664
640	2.333849425
641	2.333477443
642	2.333150167
643	2.332866028
644	2.33267913
645	2.332425179
646	2.331931305
647	2.331540163
648	2.331166258
649	2.330781763
650	2.330469258
651	2.330175316
652	2.329912713
653	2.329549292
654	2.329025095
655	2.328526494
656	2.328081449
657	2.327623743
658	2.327278691
659	2.326959961
660	2.32650184
661	2.32594876
662	2.325641776
663	2.325206274
664	2.324736838
665	2.324517724
666	2.324106595
667	2.32367866
668	2.323379498
669	2.323226873
670	2.322896328
671	2.322570284
672	2.322340127
673	2.322142396
674	2.321854535
675	2.321601595
676	2.321139278
677	2.320741452
678	2.320489872
679	2.319975914
680	2.319607433
681	2.319376733
682	2.319188906
683	2.318956937
684	2.318537423
685	2.317976145
686	2.317592523
687	2.317130238
688	2.316705342
689	2.316270493
690	2.316005525
691	2.315622457
692	2.315268327
693	2.314854845
694	2.314541953
695	2.314053288
696	2.313834043
697	2.313605584
698	2.313434729
699	2.313273489
700	2.312964533
701	2.312728204
702	2.312377189
703	2.312201337
704	2.311920227
705	2.311615422
706	2.311426306
707	2.311141126
708	2.31095047
709	2.310703801
710	2.310416358
711	2.310010267
712	2.309858019
713	2.309645509
714	2.309344733
715	2.309082988
716	2.308682792
717	2.308306526
718	2.308036803
719	2.307824754
720	2.307501373
721	2.307254007
722	2.306920947
723	2.306551645
724	2.306233649
725	2.305952153
726	2.305629656
727	2.305174691
728	2.304837456
729	2.304581321
730	2.304452064
731	2.304172617
732	2.303856137
733	2.303450681
734	2.303127239
735	2.302980162
736	2.302768825
737	2.302446687
738	2.301922829
739	2.301668979
740	2.301307086
741	2.301149827
742	2.300597659
743	2.300110557
744	2.29986088
745	2.299662713
746	2.299457653
747	2.29917478
748	2.298984131
749	2.298655583
750	2.298359685
751	2.297941332
752	2.297725895
753	2.297354146
754	2.297157054
755	2.296756628
756	2.296394154
757	2.29614574
758	2.295826713
759	2.295650971
760	2.295512866
761	2.295399759
762	2.294993741
763	2.294788046
764	2.294560595
765	2.294412399
766	2.294253789
767	2.293893344
768	2.293597214
769	2.293184988
770	2.292897226
771	2.292548623
772	2.292270124
773	2.291907212
774	2.291728515
775	2.291580024
776	2.29143035
777	2.291239842
778	2.291040716
779	2.290732052
780	2.290458526
781	2.290321567
782	2.29017387
783	2.289927998
784	2.289802121
785	2.289608229
786	2.289284873
787	2.289130513
788	2.288887651
789	2.28850124
790	2.288129773
791	2.287909858
792	2.287575328
793	2.287242729
794	2.286930501
795	2.286716756
796	2.286404037
797	2.286280949
798	2.286006866
799	2.285536789
800	2.285414387
801	2.285206451
802	2.285057043
803	2.284897452
804	2.284529568
805	2.284254917
806	2.283939946
807	2.28362695
808	2.28348283
809	2.283067281
810	2.282804688
811	2.282650608
812	2.28229403
813	2.282128197
814	2.281895423
815	2.281824914
816	2.28169487
817	2.281518464
818	2.281341037
819	2.281120279
820	2.280743394
821	2.280466612
822	2.280184705
823	2.279858647
824	2.279698923
825	2.279451295
826	2.279075824
827	2.2787787
828	2.278618941
829	2.278394773
830	2.278005268
831	2.277755284
832	2.277581294
833	2.27743603
834	2.277111725
835	2.277001527
836	2.276824133
837	2.276699498
838	2.276431822
839	2.276305806
840	2.275987464
841	2.275713317
842	2.275499512
843	2.275277777
844	2.275160847
845	2.274984465
846	2.274791174
847	2.274557467
848	2.274334539
849	2.274147794
850	2.274038317
851	2.273878619
852	2.273749094
853	2.273440591
854	2.273111251
855	2.273012183
856	2.272774921
857	2.272441793
858	2.272181249
859	2.272044508
860	2.271713873
861	2.271418692
862	2.271292755
863	2.271171933
864	2.271032362
865	2.270739951
866	2.270538889
867	2.270251706
868	2.269968748
869	2.269750834
870	2.269403791
871	2.269170256
872	2.269025138
873	2.268783196
874	2.268643753
875	2.268499332
876	2.268361397
877	2.268270384
878	2.26801235
879	2.267918589
880	2.267705666
881	2.267524768
882	2.267314375
883	2.267083438
884	2.266783224
885	2.266536262
886	2.266146352
887	2.265839546
888	2.265568294
889	2.265457865
890	2.265116486
891	2.264869618
892	2.264583828
893	2.264441209
894	2.264221619
895	2.263886621
896	2.263760705
897	2.263423526
898	2.263199108
899	2.263033679
900	2.262750898
901	2.262677303
902	2.262408626
903	2.262198366
904	2.261914008
905	2.261601712
906	2.261335082
907	2.26117734
908	2.261037312
909	2.260874261
910	2.260612637
911	2.260460808
912	2.260254542
913	2.260131155
914	2.259935009
915	2.259687984
916	2.259560719
917	2.259442875
918	2.259234671
919	2.259100274
920	2.258931749
921	2.258800894
922	2.258556717
923	2.258446866
924	2.258348055
925	2.25821696
926	2.258027499
927	2.257766672
928	2.257571996
929	2.257456315
930	2.257239098
931	2.257059071
932	2.256788442
933	2.256534323
934	2.256420027
935	2.256222184
936	2.25598215
937	2.255736252
938	2.255540419
939	2.255349242
940	2.255079842
941	2.254958898
942	2.254761147
943	2.254605763
944	2.2544806
945	2.254296228
946	2.254141316
947	2.254021896
948	2.253886688
949	2.253608658
950	2.253371443
951	2.253109337
952	2.252878167
953	2.252647813
954	2.252377653
955	2.252239361
956	2.252138227
957	2.251862307
958	2.251715947
959	2.251593417
960	2.251474212
961	2.251354415
962	2.251015053
963	2.250875473
964	2.250789713
965	2.250684539
966	2.250456792
967	2.250229977
968	2.250046097
969	2.249905142
970	2.249805971
971	2.249645076
972	2.24950948
973	2.249319412
974	2.249205418
975	2.249105829
976	2.248939863
977	2.248632919
978	2.248463258
979	2.248209324
980	2.248107263
981	2.247959631
982	2.247839325
983	2.247742092
984	2.247591798
985	2.247469225
986	2.247287878
987	2.247139031
988	2.247031015
989	2.246826736
990	2.246602039
991	2.246223296
992	2.246116271
993	2.245992686
994	2.245866081
995	2.245698322
996	2.245563651
997	2.245402342
998	2.245239637
999	2.245052587
1000	2.244882483
1001	2.244805202
1002	2.244589519
1003	2.244442709
1004	2.244184054
1005	2.243905406
1006	2.243754725
1007	2.243645219
1008	2.243367766
1009	2.243278724
1010	2.243064624
1011	2.242948174
1012	2.242726491
1013	2.242480894
1014	2.242298412
1015	2.242032379
1016	2.24178552
1017	2.241612185
1018	2.241409134
1019	2.24132129
1020	2.241230292
1021	2.240985676
1022	2.240771448
1023	2.240704438
1024	2.240503316
1025	2.240283668
1026	2.240094058
1027	2.239997991
1028	2.239739304
1029	2.239617329
1030	2.239543457
1031	2.239420967
1032	2.239222638
1033	2.239075557
1034	2.238853823
1035	2.238760906
1036	2.238616708
1037	2.238497295
1038	2.238364854
1039	2.238128105
1040	2.237909523
1041	2.237636377
1042	2.237465949
1043	2.237370542
1044	2.237202155
1045	2.237079188
1046	2.236969764
1047	2.236874476
1048	2.236677128
1049	2.236561781
1050	2.236486701
1051	2.236348479
1052	2.236024738
1053	2.235974545
1054	2.235662855
1055	2.235400526
1056	2.235316575
1057	2.235225526
1058	2.234997129
1059	2.234743541
1060	2.234625624
1061	2.234439281
1062	2.234280986
1063	2.23418879
1064	2.234034011
1065	2.233939221
1066	2.233833246
1067	2.233691448
1068	2.233462799
1069	2.233370022
1070	2.233173357
1071	2.2329756
1072	2.23279686
1073	2.232544144
1074	2.232356768
1075	2.23222343
1076	2.232052856
1077	2.231903525
1078	2.231810363
1079	2.231614379
1080	2.231523818
1081	2.23129721
1082	2.231204256
1083	2.231150639
1084	2.230935337
1085	2.230856315
1086	2.230785405
1087	2.230678008
1088	2.230542002
1089	2.230383576
1090	2.230261897
1091	2.23006238
1092	2.229858716
1093	2.229692242
1094	2.229599966
1095	2.229452884
1096	2.229229943
1097	2.229029538
1098	2.228869922
1099	2.228710113
1100	2.228603771
1101	2.22827259
1102	2.228125572
1103	2.227863133
1104	2.22774209
1105	2.227505204
1106	2.227332528
1107	2.227250053
1108	2.227122196
1109	2.226975812
1110	2.226921973
1111	2.226639084
1112	2.226518388
1113	2.226228296
1114	2.226100001
1115	2.225974884
1116	2.225815087
1117	2.225631106
1118	2.22556647
1119	2.225394208
1120	2.225166515
1121	2.225036415
1122	2.224766473
1123	2.224643653
1124	2.224413097
1125	2.224241779
1126	2.224043928
1127	2.223963978
1128	2.223832367
1129	2.223567949
1130	2.223489917
1131	2.223258036
1132	2.22315819
1133	2.222959869
1134	2.222708097
1135	2.222605845
1136	2.222382524
1137	2.222251631
1138	2.222086746
1139	2.221921183
1140	2.221771778
1141	2.2216274
1142	2.221557277
1143	2.221335782
1144	2.221138685
1145	2.221013946
1146	2.220758327
1147	2.220560294
1148	2.220456063
1149	2.220386111
1150	2.220250327
1151	2.22011963
1152	2.220018209
1153	2.21994794
1154	2.21983053
1155	2.219785828
1156	2.219544228
1157	2.219423582
1158	2.219310534
1159	2.219143356
1160	2.219002003
1161	2.218800304
1162	2.218679694
1163	2.21862881
1164	2.218423697
1165	2.218256345
1166	2.218154243
1167	2.217992797
1168	2.217844715
1169	2.217746949
1170	2.217678266
1171	2.217566166
1172	2.217432463
1173	2.21735315
1174	2.217214687
1175	2.217063535
1176	2.216951362
1177	2.216831912
1178	2.216666089
1179	2.216578009
1180	2.216506032
1181	2.216445754
1182	2.216369971
1183	2.216269534
1184	2.216135017
1185	2.216076613
1186	2.215992619
1187	2.215775906
1188	2.215554768
1189	2.215478863
1190	2.215240767
1191	2.215109168
1192	2.21492058
1193	2.21469222
1194	2.214469943
1195	2.214414721
1196	2.21429346
1197	2.214020732
1198	2.213933376
1199	2.213724964
1200	2.213600901
1201	2.213491918
1202	2.213352082
1203	2.213207706
1204	2.21303379
1205	2.212855233
1206	2.212763521
1207	2.21264723
1208	2.212492985
1209	2.212378741
1210	2.21229774
1211	2.21215776
1212	2.212039629
1213	2.211967304
1214	2.211851278
1215	2.211679605
1216	2.211317915
1217	2.211141872
1218	2.211051597
1219	2.210827823
1220	2.210772225
1221	2.2105801
1222	2.210355446
1223	2.210148348
1224	2.209838163
1225	2.209664246
1226	2.209571692
1227	2.209355997
1228	2.209140134
1229	2.208935854
1230	2.208865518
1231	2.208745544
1232	2.208694337
1233	2.208604914
1234	2.208461617
1235	2.208268822
1236	2.208126371
1237	2.208004688
1238	2.207921583
1239	2.207752107
1240	2.207697919
1241	2.207513901
1242	2.207442528
1243	2.207340744
1244	2.207063906
1245	2.206971486
1246	2.206895883
1247	2.206824331
1248	2.206751515
1249	2.206688837
1250	2.206520818
1251	2.20640345
1252	2.206202852
1253	2.206022643
1254	2.205935617
1255	2.205882454
1256	2.205715314
1257	2.205499955
1258	2.205222014
1259	2.205058733
1260	2.204913815
1261	2.204678336
1262	2.204543999
1263	2.204339993
1264	2.20416945
1265	2.204025663
1266	2.203948521
1267	2.203804197
1268	2.203751858
1269	2.203495233
1270	2.203407468
1271	2.20325502
1272	2.203196397
1273	2.203078055
1274	2.202979938
1275	2.20285896
1276	2.202809252
1277	2.202684603
1278	2.202590469
1279	2.202471042
1280	2.202367779
1281	2.20228328
1282	2.202141443
1283	2.20198863
1284	2.201873995
1285	2.201719768
1286	2.201503759
1287	2.201406517
1288	2.201269878
1289	2.201116405
1290	2.201032976
1291	2.200889083
1292	2.200815641
1293	2.200718983
1294	2.20067349
1295	2.200615034
1296	2.20044509
1297	2.200344932
1298	2.20028217
1299	2.200096918
1300	2.200001865
1301	2.199913036
1302	2.199852154
1303	2.199760211
1304	2.199640604
1305	2.19943325
1306	2.199304922
1307	2.19911715
1308	2.198980358
1309	2.198762044
1310	2.198560928
1311	2.198487691
1312	2.198412133
1313	2.198278876
1314	2.198162008
1315	2.198090099
1316	2.19799605
1317	2.197889896
1318	2.197732611
1319	2.197637181
1320	2.197518909
1321	2.197407685
1322	2.197344546
1323	2.197073474
1324	2.196897922
1325	2.196722471
1326	2.196603522
1327	2.196433057
1328	2.19627173
1329	2.196203506
1330	2.195993453
1331	2.195798957
1332	2.195640259
1333	2.195526134
1334	2.195394333
1335	2.195293419
1336	2.195124421
1337	2.195031853
1338	2.194944994
1339	2.194870613
1340	2.19478826
1341	2.194584324
1342	2.194531879
1343	2.194427979
1344	2.194326067
1345	2.194136716
1346	2.194086317
1347	2.194017786
1348	2.193891248
1349	2.193776261
1350	2.193656893
1351	2.193610964
1352	2.193551251
1353	2.193438788
1354	2.193340928
1355	2.193269339
1356	2.193179139
1357	2.193035907
1358	2.192859828
1359	2.192768134
1360	2.192620321
1361	2.192433716
1362	2.192304882
1363	2.192243246
1364	2.192130464
1365	2.192030956
1366	2.19188692
1367	2.191707017
1368	2.191597725
1369	2.191480191
1370	2.191370059
1371	2.191167128
1372	2.191053223
1373	2.190852301
1374	2.190732464
1375	2.190504181
1376	2.190296913
1377	2.190123632
1378	2.189948928
1379	2.189793834
1380	2.189738599
1381	2.189681216
1382	2.189535001
1383	2.189314237
1384	2.18913547
1385	2.189064132
1386	2.188919631
1387	2.18877445
1388	2.188629496
1389	2.18847964
1390	2.188408868
1391	2.188312284
1392	2.18819878
1393	2.188034591
1394	2.187961288
1395	2.187898228
1396	2.187642599
1397	2.187541543
1398	2.187437063
1399	2.187282812
1400	2.187216566
1401	2.187149616
1402	2.1870191
1403	2.186871802
1404	2.186704106
1405	2.186564687
1406	2.186490068
1407	2.186257486
1408	2.186199721
1409	2.186098114
1410	2.186002983
1411	2.185924007
1412	2.185681155
1413	2.185546266
1414	2.185482095
1415	2.185403832
1416	2.185243903
1417	2.185152416
1418	2.184940661
1419	2.184876994
1420	2.18474264
1421	2.184530816
1422	2.184313804
1423	2.184229215
1424	2.184112475
1425	2.184064026
1426	2.18391511
1427	2.183792208
1428	2.183640364
1429	2.183552487
1430	2.183485863
1431	2.18332047
1432	2.183200474
1433	2.183078699
1434	2.182931422
1435	2.182799342
1436	2.182622056
1437	2.182535767
1438	2.182337955
1439	2.182232312
1440	2.182132326
1441	2.182043583
1442	2.181978922
1443	2.181745474
1444	2.18165222
1445	2.181588121
1446	2.18144618
1447	2.181339268
1448	2.18122992
1449	2.181163676
1450	2.181001544
1451	2.180845119
1452	2.180699284
1453	2.18057301
1454	2.180435708
1455	2.180387897
1456	2.180187312
1457	2.179963549
1458	2.179846799
1459	2.17973757
1460	2.179545331
1461	2.17937506
1462	2.179313177
1463	2.179252336
1464	2.17918113
1465	2.179007214
1466	2.178893244
1467	2.178816862
1468	2.178566436
1469	2.178398376
1470	2.178357226
1471	2.178194538
1472	2.178086575
1473	2.177977935
1474	2.177898332
1475	2.177763917
1476	2.177718692
1477	2.177673789
1478	2.177494443
1479	2.177388829
1480	2.177251603
1481	2.177082571
1482	2.176924505
1483	2.176834705
1484	2.176626937
1485	2.176426506
1486	2.176273914
1487	2.176138793
1488	2.175991854
1489	2.175797642
1490	2.175702484
1491	2.175605222
1492	2.175484278
1493	2.175227059
1494	2.175147586
1495	2.175104256
1496	2.175023796
1497	2.174901228
1498	2.174799275
1499	2.17474044
1500	2.174623515
1501	2.174531927
1502	2.174370032
1503	2.174259786
1504	2.174192917
1505	2.174064527
1506	2.173951429
1507	2.173739753
1508	2.173609176
1509	2.173468198
1510	2.173365371
1511	2.173227323
1512	2.173151774
1513	2.172979021
1514	2.172806569
1515	2.172753186
1516	2.172648686
1517	2.1725385
1518	2.172379944
1519	2.172270256
1520	2.172104982
1521	2.172026203
1522	2.171907454
1523	2.171847978
1524	2.171682591
1525	2.171627483
1526	2.171491097
1527	2.171448152
1528	2.171340703
1529	2.1712645
1530	2.171103658
1531	2.171059671
1532	2.170910984
1533	2.170773616
1534	2.170708474
1535	2.170506755
1536	2.170349279
1537	2.170297764
1538	2.170215167
1539	2.170116392
1540	2.17009414
1541	2.170059236
1542	2.169966951
1543	2.169938089
1544	2.169881043
1545	2.169739098
1546	2.169663663
1547	2.169621829
1548	2.169522149
1549	2.169314844
1550	2.169139224
1551	2.169077491
1552	2.168969427
1553	2.16893099
1554	2.168880023
1555	2.168728719
1556	2.168588705
1557	2.168312117
1558	2.168207039
1559	2.168074885
1560	2.167962863
1561	2.167787315
1562	2.167685531
1563	2.167639822
1564	2.167466049
1565	2.167373618
1566	2.167298577
1567	2.167217196
1568	2.167118746
1569	2.167056569
1570	2.16689322
1571	2.166833112
1572	2.166731649
1573	2.166695186
1574	2.166666867
1575	2.166573
1576	2.166515313
1577	2.166438038
1578	2.166347765
1579	2.166196013
1580	2.166121159
1581	2.165894058
1582	2.165813824
1583	2.165720822
1584	2.165645481
1585	2.16557071
1586	2.165377774
1587	2.165262777
1588	2.165211406
1589	2.165078796
1590	2.164971261
1591	2.164805397
1592	2.164720522
1593	2.164641808
1594	2.164541863
1595	2.164468618
1596	2.164378359
1597	2.164288947
1598	2.164216437
1599	2.164159066
1600	2.163980566
1601	2.163917234
1602	2.163762466
1603	2.163602274
1604	2.16341234
1605	2.163165982
1606	2.163089814
1607	2.163035832
1608	2.162914452
1609	2.1627501
1610	2.162716031
1611	2.162517131
1612	2.162426969
1613	2.162334992
1614	2.162177876
1615	2.162091434
1616	2.161976531
1617	2.161901151
1618	2.161809535
1619	2.161699829
1620	2.161620381
1621	2.161579998
1622	2.161501802
1623	2.161335915
1624	2.161239667
1625	2.161161679
1626	2.161052203
1627	2.160907103
1628	2.160820115
1629	2.160747185
1630	2.160666721
1631	2.160520877
1632	2.16045346
1633	2.160347054
1634	2.160212515
1635	2.160168044
1636	2.160016481
1637	2.159916615
1638	2.159841983
1639	2.159791015
1640	2.159707715
1641	2.159641062
1642	2.159531052
1643	2.159352693
1644	2.159230304
1645	2.15915787
1646	2.159038042
1647	2.15894818
1648	2.158763284
1649	2.158691753
1650	2.158525327
1651	2.158438817
1652	2.15824483
1653	2.158106142
1654	2.157891804
1655	2.157793153
1656	2.157678355
1657	2.157536567
1658	2.157475902
1659	2.15738857
1660	2.157262921
1661	2.157197313
1662	2.157152077
1663	2.157037254
1664	2.156807442
